last,first,name,height,DOB,homeTown,year,season,city,state,country
Warsofsky,David,David Warsofsky,5-9,5/30/1990,"Marshfield, Massachusetts",2010,2010-11,Marshfield,Massachusetts,United States
Chiasson,Alex,Alex Chiasson,6-3,10/1/1990,"St. Augustin, Quebec",2010,2010-11,St. Augustin,Quebec,Canada
Cissé,Yasin,Yasin Cissé,6-3,3/11/1992,"Westmount, Quebec",2010,2010-11,Westmount,Quebec,Canada
Connolly,Chris,Chris Connolly,5-9,7/23/1987,"Duluth, Minnesota",2010,2010-11,Duluth,Minnesota,United States
Courtnall,Justin,Justin Courtnall,6-3,5/21/1989,"Victoria, British Columbia",2010,2010-11,Victoria,British Columbia,Canada
Coyle,Charlie,Charlie Coyle,6-2,3/2/1992,"East Weymouth, Massachusetts",2010,2010-11,East Weymouth,Massachusetts,United States
Gaudet,Ross,Ross Gaudet,6-0,8/26/1988,"Burlington, Massachusetts",2010,2010-11,Burlington,Massachusetts,United States
Gill,Sahir,Sahir Gill,5-10,4/21/1992,"Terrace, British Columbia",2010,2010-11,Terrace,British Columbia,Canada
Gilroy,Kevin,Kevin Gilroy,6-0,7/8/1987,"North Bellmore, New York",2010,2010-11,North Bellmore,New York,United States
Glass,Andrew,Andrew Glass,5-11,7/14/1989,"Wrentham, Massachusetts",2010,2010-11,Wrentham,Massachusetts,United States
Megan,Wade,Wade Megan,6-1,7/22/1990,"Canton, New York",2010,2010-11,Canton,New York,United States
Nieto,Matt,Matt Nieto,5-11,11/5/1992,"Long Beach, California",2010,2010-11,Long Beach,California,United States
Pereira,Joe,Joe Pereira,5-10,3/28/1987,"West Haven, Connecticut",2010,2010-11,West Haven,Connecticut,United States
Ronan,Matt,Matt Ronan,5-11,1/2/1990,"Woburn, Massachusetts",2010,2010-11,Woburn,Massachusetts,United States
Santana,Ryan,Ryan Santana,6-1,11/22/1988,"Yorba Linda, California",2010,2010-11,Yorba Linda,California,United States
Trivino,Corey,Corey Trivino,6-1,1/12/1990,"Toronto, Ontario",2010,2010-11,Toronto,Ontario,Canada
Kraus,Adam,Adam Kraus,6-3,7/25/1987,"Irving, Texas",2010,2010-11,Irving,Texas,United States
Millan,Kieran,Kieran Millan,6-0,8/31/1989,"Edmonton, Alberta",2010,2010-11,Edmonton,Alberta,Canada
Rollheiser,Grant,Grant Rollheiser,6-4,7/24/1989,"Chilliwack, British Columbia",2010,2010-11,Chilliwack,British Columbia,Canada
Clendening,Adam,Adam Clendening,6-0,10/26/1992,"Wheatfield, New York",2011,2011-12,Wheatfield,New York,United States
Escobedo,Sean,Sean Escobedo,6-0,10/27/1990,"Bayside, New York",2011,2011-12,Bayside,New York,United States
MacGregor,Patrick,Patrick MacGregor,6-4,7/12/1990,"Hamden, Connecticut",2011,2011-12,Hamden,Connecticut,United States
Nicastro,Max,Max Nicastro,6-2,3/2/1990,"Thousand Oaks, California",2011,2011-12,Thousand Oaks,California,United States
Noonan,Garrett,Garrett Noonan,6-2,1/28/1991,"Norfolk, Massachusetts",2011,2011-12,Norfolk,Massachusetts,United States
Privitera,Alexx,Alexx Privitera,5-11,1/18/1993,"Old Tappan, New Jersey",2011,2011-12,Old Tappan,New Jersey,United States
Rosen,Ben,Ben Rosen,5-11,1/7/1989,"Syosset, New York",2011,2011-12,Syosset,New York,United States
Ruikka,Ryan,Ryan Ruikka,6-0,3/31/1988,"Chelsea, Michigan",2011,2011-12,Chelsea,Michigan,United States
Chiasson,Alex,Alex Chiasson,6-3,10/1/1990,"St. Augustin, Quebec",2011,2011-12,St. Augustin,Quebec,Canada
Cissé,Yasin,Yasin Cissé,6-3,3/11/1992,"Westmount, Quebec",2011,2011-12,Westmount,Quebec,Canada
Connolly,Chris,Chris Connolly,5-9,7/23/1987,"Duluth, Minnesota",2011,2011-12,Duluth,Minnesota,United States
Courtnall,Justin,Justin Courtnall,6-3,5/21/1989,"Victoria, British Columbia",2011,2011-12,Victoria,British Columbia,Canada
Gaudet,Ross,Ross Gaudet,6-0,8/26/1988,"Burlington, Massachusetts",2011,2011-12,Burlington,Massachusetts,United States
Gill,Sahir,Sahir Gill,5-10,4/21/1992,"Terrace, British Columbia",2011,2011-12,Terrace,British Columbia,Canada
Gilroy,Kevin,Kevin Gilroy,6-0,7/8/1987,"North Bellmore, New York",2011,2011-12,North Bellmore,New York,United States
Hohmann,Cason,Cason Hohmann,5-9,1/10/1993,"Plymouth, Michigan",2011,2011-12,Plymouth,Michigan,United States
Megan,Wade,Wade Megan,6-1,7/22/1990,"Canton, New York",2011,2011-12,Canton,New York,United States
Moscatel,Jake,Jake Moscatel,6-0,4/10/1988,"Lexington, Massachusetts",2011,2011-12,Lexington,Massachusetts,United States
Nieto,Matt,Matt Nieto,5-11,11/5/1992,"Long Beach, California",2011,2011-12,Long Beach,California,United States
Rodrigues,Evan,Evan Rodrigues,5-10,7/28/1993,"Etobicoke, Ontario",2011,2011-12,Etobicoke,Ontario,Canada
Ronan,Matt,Matt Ronan,5-11,1/2/1990,"Woburn, Massachusetts",2011,2011-12,Woburn,Massachusetts,United States
Santana,Ryan,Ryan Santana,6-1,11/22/1988,"Yorba Linda, California",2011,2011-12,Yorba Linda,California,United States
Millan,Kieran,Kieran Millan,6-0,8/31/1989,"Edmonton, Alberta",2011,2011-12,Edmonton,Alberta,Canada
Moccia,Anthony,Anthony Moccia,5-9,12/23/1990,"Medford, Massachusetts",2011,2011-12,Medford,Massachusetts,United States
Rollheiser,Grant,Grant Rollheiser,6-4,7/24/1989,"Chilliwack, British Columbia",2011,2011-12,Chilliwack,British Columbia,Canada
Escobedo,Sean,Sean Escobedo,6-0,10/27/1990,"Bayside, New York",2012,2012-13,Bayside,New York,United States
Grzelcyk,Matt,Matt Grzelcyk,5-9,1/5/1994,"Charlestown, Massachusetts",2012,2012-13,Charlestown,Massachusetts,United States
MacGregor,Patrick,Patrick MacGregor,6-4,7/12/1990,"Hamden, Connecticut",2012,2012-13,Hamden,Connecticut,United States
Noonan,Garrett,Garrett Noonan,6-2,1/28/1991,"Norfolk, Massachusetts",2012,2012-13,Norfolk,Massachusetts,United States
Oksanen,Ahti,Ahti Oksanen,6-3,3/10/1993,"Kirkkonummi, Finland",2012,2012-13,Kirkkonummi,Uusimaa,Finland
Privitera,Alexx,Alexx Privitera,5-11,1/18/1993,"Old Tappan, New Jersey",2012,2012-13,Old Tappan,New Jersey,United States
Rosen,Ben,Ben Rosen,5-11,1/7/1989,"Syosset, New York",2012,2012-13,Syosset,New York,United States
Ruikka,Ryan,Ryan Ruikka,6-0,3/31/1988,"Chelsea, Michigan",2012,2012-13,Chelsea,Michigan,United States
Gill,Sahir,Sahir Gill,5-10,4/21/1992,"Terrace, British Columbia",2012,2012-13,Terrace,British Columbia,Canada
Hohmann,Cason,Cason Hohmann,5-9,1/10/1993,"Plymouth, Michigan",2012,2012-13,Plymouth,Michigan,United States
Kurker,Sam,Sam Kurker,6-2,4/8/1994,"Reading, Massachusetts",2012,2012-13,Reading,Massachusetts,United States
Lane,Matt,Matt Lane,5-10,3/15/1994,"Rochester, New York",2012,2012-13,Rochester,New York,United States
Megan,Wade,Wade Megan,6-1,7/22/1990,"Canton, New York",2012,2012-13,Canton,New York,United States
Moran,Mike,Mike Moran,6-1,9/7/1991,"Marshfield, Massachusetts",2012,2012-13,Marshfield,Massachusetts,United States
Moscatel,Jake,Jake Moscatel,6-0,4/10/1988,"Lexington, Massachusetts",2012,2012-13,Lexington,Massachusetts,United States
Nieto,Matt,Matt Nieto,5-11,11/5/1992,"Long Beach, California",2012,2012-13,Long Beach,California,United States
O'Regan,Danny,Danny O'Regan,5-10,1/30/1994,"Needham, Massachusetts",2012,2012-13,Needham,Massachusetts,United States
Rodrigues,Evan,Evan Rodrigues,5-10,7/28/1993,"Etobicoke, Ontario",2012,2012-13,Etobicoke,Ontario,Canada
Ronan,Matt,Matt Ronan,5-11,1/2/1990,"Woburn, Massachusetts",2012,2012-13,Woburn,Massachusetts,United States
Santana,Ryan,Ryan Santana,6-1,11/22/1988,"Yorba Linda, California",2012,2012-13,Yorba Linda,California,United States
Maguire,Sean,Sean Maguire,6-2,2/2/1993,"Powell River, British Columbia",2012,2012-13,Powell River,British Columbia,Canada
Moccia,Anthony,Anthony Moccia,5-9,12/23/1990,"Medford, Massachusetts",2012,2012-13,Medford,Massachusetts,United States
O'Connor,Matt,Matt O'Connor,6-5,2/14/1992,"Toronto, Ontario",2012,2012-13,Toronto,Ontario,Canada
Carrabino,J.D.,J.D. Carrabino,6-6,2/17/1991,"New Canaan, Connecticut",2013,2013-14,New Canaan,Connecticut,United States
Grzelcyk,Matt,Matt Grzelcyk,5-9,1/5/1994,"Charlestown, Massachusetts",2013,2013-14,Charlestown,Massachusetts,United States
MacAfee,Dalton,Dalton MacAfee,6-0,7/8/1994,"Needham, Massachusetts",2013,2013-14,Needham,Massachusetts,United States
MacGregor,Patrick,Patrick MacGregor,6-4,7/12/1990,"Hamden, Connecticut",2013,2013-14,Hamden,Connecticut,United States
Noonan,Garrett,Garrett Noonan,6-1,1/28/1991,"Norfolk, Massachusetts",2013,2013-14,Norfolk,Massachusetts,United States
Oksanen,Ahti,Ahti Oksanen,6-3,3/10/1993,"Kirkkonummi, Finland",2013,2013-14,Kirkkonummi,Uusimaa,Finland
Ryan,T.J.,T.J. Ryan,6-0,11/13/1992,"West Newton, Massachusetts",2013,2013-14,West Newton,Massachusetts,United States
Somerby,Doyle,Doyle Somerby,6-5,7/4/1994,"Marblehead, Massachusetts",2013,2013-14,Marblehead,Massachusetts,United States
Baillargeon,Robbie,Robbie Baillargeon,6-0,11/26/1993,"Enfield, Connecticut",2013,2013-14,Enfield,Connecticut,United States
Collier,Brendan,Brendan Collier,5-9,10/8/1993,"Charlestown, Massachusetts",2013,2013-14,Charlestown,Massachusetts,United States
Duane,Kevin,Kevin Duane,6-5,1/16/1994,"New Canaan, Connecticut",2013,2013-14,New Canaan,Connecticut,United States
Hohmann,Cason,Cason Hohmann,5-9,1/10/1993,"Plymouth, Michigan",2013,2013-14,Plymouth,Michigan,United States
Kelley,Tommy,Tommy Kelley,5-10,9/15/1994,"Natick, Massachusetts",2013,2013-14,Natick,Massachusetts,United States
Lane,Matt,Matt Lane,5-10,3/15/1994,"Rochester, New York",2013,2013-14,Rochester,New York,United States
Lawrence,Dillon,Dillon Lawrence,6-3,3/22/1995,"Toronto, Ontario",2013,2013-14,Toronto,Ontario,Canada
Moran,Mike,Mike Moran,6-1,9/7/1991,"Marshfield, Massachusetts",2013,2013-14,Marshfield,Massachusetts,United States
Moscatel,Jake,Jake Moscatel,6-0,4/10/1988,"Lexington, Massachusetts",2013,2013-14,Lexington,Massachusetts,United States
O'Regan,Danny,Danny O'Regan,5-10,1/30/1994,"Needham, Massachusetts",2013,2013-14,Needham,Massachusetts,United States
Roberto,Nick,Nick Roberto,5-9,4/4/1994,"Wakefield, Massachusetts",2013,2013-14,Wakefield,Massachusetts,United States
Rodrigues,Evan,Evan Rodrigues,5-11,7/28/1993,"Etobicoke, Ontario",2013,2013-14,Etobicoke,Ontario,Canada
Ronan,Matt,Matt Ronan,5-11,1/2/1990,"Woburn, Massachusetts",2013,2013-14,Woburn,Massachusetts,United States
Maguire,Sean,Sean Maguire,6-2,2/2/1993,"Powell River, British Columbia",2013,2013-14,Powell River,British Columbia,Canada
Moccia,Anthony,Anthony Moccia,5-8,12/23/1990,"Medford, Massachusetts",2013,2013-14,Medford,Massachusetts,United States
O'Connor,Matt,Matt O'Connor,6-6,2/14/1992,"Toronto, Ontario",2013,2013-14,Toronto,Ontario,Canada
Carrabino,J.D.,J.D. Carrabino,6-6,2/17/1991,"New Canaan, Connecticut",2014,2014-15,New Canaan,Connecticut,United States
Diffley,Brien,Brien Diffley,6-2,7/8/1995,"Burlington, Massachusetts",2014,2014-15,Burlington,Massachusetts,United States
Fortunato,Brandon,Brandon Fortunato,5-10,6/7/1996,"North Hills, New York",2014,2014-15,North Hills,New York,United States
Grzelcyk,Matt,Matt Grzelcyk,5-9,1/5/1994,"Charlestown, Massachusetts",2014,2014-15,Charlestown,Massachusetts,United States
Hickey,Brandon,Brandon Hickey,6-2,4/13/1996,"Leduc, Alberta",2014,2014-15,Leduc,Alberta,Canada
MacLeod,John,John MacLeod,6-1,6/2/1996,"Dracut, Massachusetts",2014,2014-15,Dracut,Massachusetts,United States
Oksanen,Ahti,Ahti Oksanen,6-3,3/10/1993,"Kirkkonummi, Finland",2014,2014-15,Kirkkonummi,Uusimaa,Finland
Ryan,T.J.,T.J. Ryan,6-0,11/13/1992,"West Newton, Massachusetts",2014,2014-15,West Newton,Massachusetts,United States
Somerby,Doyle,Doyle Somerby,6-5,7/4/1994,"Marblehead, Massachusetts",2014,2014-15,Marblehead,Massachusetts,United States
Baillargeon,Robbie,Robbie Baillargeon,6-0,11/26/1993,"Enfield, Connecticut",2014,2014-15,Enfield,Connecticut,United States
Duane,Kevin,Kevin Duane,6-5,1/16/1994,"New Canaan, Connecticut",2014,2014-15,New Canaan,Connecticut,United States
Eichel,Jack,Jack Eichel,6-1,10/28/1996,"North Chelmsford, Massachusetts",2014,2014-15,North Chelmsford,Massachusetts,United States
Greer,A.J.,A.J. Greer,6-3,12/14/1996,"Joliette, Quebec",2014,2014-15,Joliette,Quebec,Canada
Hohmann,Cason,Cason Hohmann,5-9,1/10/1993,"Plymouth, Michigan",2014,2014-15,Plymouth,Michigan,United States
Kelley,Tommy,Tommy Kelley,5-10,9/15/1994,"Natick, Massachusetts",2014,2014-15,Natick,Massachusetts,United States
Lane,Matt,Matt Lane,5-10,3/15/1994,"Rochester, New York",2014,2014-15,Rochester,New York,United States
Lawrence,Dillon,Dillon Lawrence,6-3,3/22/1995,"Toronto, Ontario",2014,2014-15,Toronto,Ontario,Canada
Moran,Mike,Mike Moran,6-1,9/7/1991,"Marshfield, Massachusetts",2014,2014-15,Marshfield,Massachusetts,United States
O'Regan,Danny,Danny O'Regan,5-10,1/30/1994,"Needham, Massachusetts",2014,2014-15,Needham,Massachusetts,United States
Olsson,Nikolas,Nikolas Olsson,5-11,6/14/1994,"Escondido, California",2014,2014-15,Escondido,California,United States
Phelps,Chase,Chase Phelps,6-0,4/26/1996,"Edina, Minnesota",2014,2014-15,Edina,Minnesota,United States
Piccinich,J.J.,J.J. Piccinich,5-11,6/12/1996,"Paramus, New Jersey",2014,2014-15,Paramus,New Jersey,United States
Roberto,Nick,Nick Roberto,5-9,4/4/1994,"Wakefield, Massachusetts",2014,2014-15,Wakefield,Massachusetts,United States
Rodrigues,Evan,Evan Rodrigues,5-11,7/28/1993,"Etobicoke, Ontario",2014,2014-15,Etobicoke,Ontario,Canada
LaCouvee,Connor,Connor LaCouvee,6-0,5/24/1994,"Qualicum Beach, British Columbia",2014,2014-15,Qualicum Beach,British Columbia,Canada
Moccia,Anthony,Anthony Moccia,5-8,12/23/1990,"Medford, Massachusetts",2014,2014-15,Medford,Massachusetts,United States
O'Connor,Matt,Matt O'Connor,6-6,2/14/1992,"Toronto, Ontario",2014,2014-15,Toronto,Ontario,Canada
Diffley,Brien,Brien Diffley,6-2,7/8/1995,"Burlington, Massachusetts",2015,2015-16,Burlington,Massachusetts,United States
Fortunato,Brandon,Brandon Fortunato,5-10,6/7/1996,"North Hills, New York",2015,2015-16,North Hills,New York,United States
Grzelcyk,Matt,Matt Grzelcyk,5-10,1/5/1994,"Charlestown, Massachusetts",2015,2015-16,Charlestown,Massachusetts,United States
Hickey,Brandon,Brandon Hickey,6-2,4/13/1996,"Leduc, Alberta",2015,2015-16,Leduc,Alberta,Canada
MacLeod,John,John MacLeod,6-1,6/2/1996,"Dracut, Massachusetts",2015,2015-16,Dracut,Massachusetts,United States
McAvoy,Charlie,Charlie McAvoy,6-1,12/21/1997,"Long Beach, New York",2015,2015-16,Long Beach,New York,United States
Somerby,Doyle,Doyle Somerby,6-5,7/4/1994,"Marblehead, Massachusetts",2015,2015-16,Marblehead,Massachusetts,United States
Switzer,Shane,Shane Switzer,6-2,11/13/1995,"Bloomfield Hills, Michigan",2015,2015-16,Bloomfield Hills,Michigan,United States
Andrén,Oskar,Oskar Andrén,6-1,3/29/1995,"Stockholm, Sweden",2015,2015-16,Stockholm,Stockholm,Sweden
Baillargeon,Robbie,Robbie Baillargeon,6-0,11/26/1993,"Enfield, Connecticut",2015,2015-16,Enfield,Connecticut,United States
Carpenter,Bobo,Bobo Carpenter,5-11,8/16/1996,"North Reading, Massachusetts",2015,2015-16,North Reading,Massachusetts,United States
Cloonan,Ryan,Ryan Cloonan,5-10,7/20/1995,"East Longmeadow, Massachusetts",2015,2015-16,East Longmeadow,Massachusetts,United States
Forsbacka Karlsson,Jakob,Jakob Forsbacka Karlsson,6-1,10/31/1996,"Stockholm, Sweden",2015,2015-16,Stockholm,Stockholm,Sweden
Greenway,Jordan,Jordan Greenway,6-5,2/12/1997,"Canton, New York",2015,2015-16,Canton,New York,United States
Kelley,Tommy,Tommy Kelley,5-10,9/15/1994,"Natick, Massachusetts",2015,2015-16,Natick,Massachusetts,United States
Lane,Matt,Matt Lane,5-10,3/15/1994,"Rochester, New York",2015,2015-16,Rochester,New York,United States
Lawrence,Dillon,Dillon Lawrence,6-3,3/22/1995,"Toronto, Ontario",2015,2015-16,Toronto,Ontario,Canada
Moran,Mike,Mike Moran,6-1,9/7/1991,"Marshfield, Massachusetts",2015,2015-16,Marshfield,Massachusetts,United States
O'Regan,Danny,Danny O'Regan,5-10,1/30/1994,"Needham, Massachusetts",2015,2015-16,Needham,Massachusetts,United States
Oksanen,Ahti,Ahti Oksanen,6-3,3/10/1993,"Kirkkonummi, Finland",2015,2015-16,Kirkkonummi,Uusimaa,Finland
Olsson,Nikolas,Nikolas Olsson,6-0,6/14/1994,"Escondido, California",2015,2015-16,Escondido,California,United States
Phelps,Chase,Chase Phelps,6-1,4/26/1996,"Edina, Minnesota",2015,2015-16,Edina,Minnesota,United States
Roberto,Nick,Nick Roberto,5-9,4/4/1994,"Wakefield, Massachusetts",2015,2015-16,Wakefield,Massachusetts,United States
Udahl,Erik,Erik Udahl,5-7,3/31/1996,"East Walpole, Massachusetts",2015,2015-16,East Walpole,Massachusetts,United States
LaCouvee,Connor,Connor LaCouvee,6-0,5/24/1994,"Qualicum Beach, British Columbia",2015,2015-16,Qualicum Beach,British Columbia,Canada
Maguire,Sean,Sean Maguire,6-2,2/2/1993,"Powell River, British Columbia",2015,2015-16,Powell River,British Columbia,Canada
Prawdzik,Max,Max Prawdzik,6-3,2/22/1997,"Andover, Massachusetts",2015,2015-16,Andover,Massachusetts,United States
Diffley,Brien,Brien Diffley,6-2,7/8/1995,"Burlington, Massachusetts",2016,2016-17,Burlington,Massachusetts,United States
Fabbro,Dante,Dante Fabbro,6-1,6/20/1998,"New Westminster, British Columbia",2016,2016-17,New Westminster,British Columbia,Canada
Hickey,Brandon,Brandon Hickey,6-2,4/13/1996,"Leduc, Alberta",2016,2016-17,Leduc,Alberta,Canada
Krys,Chad,Chad Krys,6-0,4/10/1998,"Ridgefield, Connecticut",2016,2016-17,Ridgefield,Connecticut,United States
MacLeod,John,John MacLeod,6-1,6/2/1996,"Dracut, Massachusetts",2016,2016-17,Dracut,Massachusetts,United States
McAvoy,Charlie,Charlie McAvoy,6-1,12/21/1997,"Long Beach, New York",2016,2016-17,Long Beach,New York,United States
Somerby,Doyle,Doyle Somerby,6-5,7/4/1994,"Marblehead, Massachusetts",2016,2016-17,Marblehead,Massachusetts,United States
Switzer,Shane,Shane Switzer,6-2,11/13/1995,"Bloomfield Hills, Michigan",2016,2016-17,Bloomfield Hills,Michigan,United States
Andrén,Oskar,Oskar Andrén,6-1,3/29/1995,"Stockholm, Sweden",2016,2016-17,Stockholm,Stockholm,Sweden
Bellows,Kieffer,Kieffer Bellows,6-1,6/10/1998,"Edina, Minnesota",2016,2016-17,Edina,Minnesota,United States
Carpenter,Bobo,Bobo Carpenter,5-11,8/16/1996,"North Reading, Massachusetts",2016,2016-17,North Reading,Massachusetts,United States
Chabot,Gabriel,Gabriel Chabot,5-8,2/14/1998,"Quebec City, Quebec",2016,2016-17,Quebec City,Quebec,Canada
Cloonan,Ryan,Ryan Cloonan,5-10,7/20/1995,"East Longmeadow, Massachusetts",2016,2016-17,East Longmeadow,Massachusetts,United States
Curry,Patrick,Patrick Curry,5-11,1/9/1996,"Schaumburg, Illinois",2016,2016-17,Schaumburg,Illinois,United States
Forsbacka Karlsson,Jakob,Jakob Forsbacka Karlsson,6-1,10/31/1996,"Stockholm, Sweden",2016,2016-17,Stockholm,Stockholm,Sweden
Greenway,Jordan,Jordan Greenway,6-5,2/12/1997,"Canton, New York",2016,2016-17,Canton,New York,United States
Harper,Patrick,Patrick Harper,5-9,7/29/1998,"New Canaan, Connecticut",2016,2016-17,New Canaan,Connecticut,United States
Keller,Clayton,Clayton Keller,5-10,7/29/1998,"Swansea, Illinois",2016,2016-17,Swansea,Illinois,United States
Kelley,Tommy,Tommy Kelley,5-10,9/15/1994,"Natick, Massachusetts",2016,2016-17,Natick,Massachusetts,United States
McDermott,Johnny,Johnny McDermott,6-2,5/15/1997,"Darien, Connecticut",2016,2016-17,Darien,Connecticut,United States
Olsson,Nikolas,Nikolas Olsson,6-0,6/14/1994,"Escondido, California",2016,2016-17,Escondido,California,United States
Phelps,Chase,Chase Phelps,6-1,4/26/1996,"Edina, Minnesota",2016,2016-17,Edina,Minnesota,United States
Roberto,Nick,Nick Roberto,5-9,4/4/1994,"Wakefield, Massachusetts",2016,2016-17,Wakefield,Massachusetts,United States
LaCouvee,Connor,Connor LaCouvee,6-0,5/24/1994,"Qualicum Beach, British Columbia",2016,2016-17,Qualicum Beach,British Columbia,Canada
Lynch,Nico,Nico Lynch,0,5/9/1998,"Barnstable, Massachusetts",2016,2016-17,Barnstable,Massachusetts,United States
Oettinger,Jake,Jake Oettinger,6-4,12/18/1998,"Lakeville, Minnesota",2016,2016-17,Lakeville,Minnesota,United States
Crotty,Cam,Cam Crotty,6-2,5/5/1999,"Greely, Ontario",2017,2017-18,Greely,Ontario,Canada
Diffley,Brien,Brien Diffley,6-2,7/8/1995,"Burlington, Massachusetts",2017,2017-18,Burlington,Massachusetts,United States
Fabbro,Dante,Dante Fabbro,6-1,6/20/1998,"New Westminster, British Columbia",2017,2017-18,New Westminster,British Columbia,Canada
Farrance,David,David Farrance,5-11,6/23/1999,"Victor, New York",2017,2017-18,Victor,New York,United States
Hickey,Brandon,Brandon Hickey,6-2,4/13/1996,"Leduc, Alberta",2017,2017-18,Leduc,Alberta,Canada
Kotkansalo,Kasper,Kasper Kotkansalo,6-2,11/18/1998,"Espoo, Finland",2017,2017-18,Espoo,Uusimaa,Finland
Krys,Chad,Chad Krys,6-0,4/10/1998,"Ridgefield, Connecticut",2017,2017-18,Ridgefield,Connecticut,United States
MacLeod,John,John MacLeod,6-1,6/2/1996,"Dracut, Massachusetts",2017,2017-18,Dracut,Massachusetts,United States
Switzer,Shane,Shane Switzer,6-2,11/13/1995,"Bloomfield Hills, Michigan",2017,2017-18,Bloomfield Hills,Michigan,United States
Amonte,Ty,Ty Amonte,5-11,1/11/1998,"Norwell, Massachusetts",2017,2017-18,Norwell,Massachusetts,United States
Bowers,Shane,Shane Bowers,6-2,7/30/1999,"Halifax, Nova Scotia",2017,2017-18,Halifax,Nova Scotia,Canada
Carpenter,Bobo,Bobo Carpenter,5-11,8/16/1996,"North Reading, Massachusetts",2017,2017-18,North Reading,Massachusetts,United States
Chabot,Gabriel,Gabriel Chabot,5-8,2/14/1998,"Quebec City, Quebec",2017,2017-18,Quebec City,Quebec,Canada
Cloonan,Ryan,Ryan Cloonan,5-10,7/20/1995,"East Longmeadow, Massachusetts",2017,2017-18,East Longmeadow,Massachusetts,United States
Cockerill,Logan,Logan Cockerill,5-9,3/3/1999,"Brighton, Michigan",2017,2017-18,Brighton,Michigan,United States
Crone,Hank,Hank Crone,5-9,2/19/1998,"Dallas, Texas",2017,2017-18,Dallas,Texas,United States
Curry,Patrick,Patrick Curry,5-11,1/9/1996,"Schaumburg, Illinois",2017,2017-18,Schaumburg,Illinois,United States
Greenway,Jordan,Jordan Greenway,6-5,2/12/1997,"Canton, New York",2017,2017-18,Canton,New York,United States
Harper,Patrick,Patrick Harper,5-9,7/29/1998,"New Canaan, Connecticut",2017,2017-18,New Canaan,Connecticut,United States
Melanson,Drew,Drew Melanson,5-11,1/10/1995,"Paramus, New Jersey",2017,2017-18,Paramus,New Jersey,United States
Olsson,Nikolas,Nikolas Olsson,6-0,6/14/1994,"Escondido, California",2017,2017-18,Escondido,California,United States
Phelps,Chase,Chase Phelps,6-1,4/26/1996,"Edina, Minnesota",2017,2017-18,Edina,Minnesota,United States
Tkachuk,Brady,Brady Tkachuk,6-3,9/16/1999,"St. Louis, Missouri",2017,2017-18,St. Louis,Missouri,United States
Witkowski,Jake,Jake Witkowski,5-10,6/23/1999,"Melrose, Massachusetts",2017,2017-18,Melrose,Massachusetts,United States
Lynch,Nico,Nico Lynch,5-11,5/9/1998,"Barnstable, Massachusetts",2017,2017-18,Barnstable,Massachusetts,United States
Oettinger,Jake,Jake Oettinger,6-4,12/18/1998,"Lakeville, Minnesota",2017,2017-18,Lakeville,Minnesota,United States
Prawdzik,Max,Max Prawdzik,6-3,2/22/1997,"Andover, Massachusetts",2017,2017-18,Andover,Massachusetts,United States
Blixt,Hugo,Hugo Blixt,6-4,1/2/1998,"Linkoping, Sweden",2018,2018-19,Linköping,Östergötland,Sweden
Crotty,Cam,Cam Crotty,6-2,5/5/1999,"Greely, Ontario",2018,2018-19,Greely,Ontario,Canada
Fabbro,Dante,Dante Fabbro,6-1,6/20/1998,"New Westminster, British Columbia",2018,2018-19,New Westminster,British Columbia,Canada
Farrance,David,David Farrance,6-0,6/23/1999,"Victor, New York",2018,2018-19,Victor,New York,United States
Kotkansalo,Kasper,Kasper Kotkansalo,6-3,11/18/1998,"Espoo, Finland",2018,2018-19,Espoo,Uusimaa,Finland
Krys,Chad,Chad Krys,6-0,4/10/1998,"Ridgefield, Connecticut",2018,2018-19,Ridgefield,Connecticut,United States
Switzer,Shane,Shane Switzer,6-2,11/13/1995,"Bloomfield Hills, Michigan",2018,2018-19,Bloomfield Hills,Michigan,United States
Amonte,Ty,Ty Amonte,5-11,1/11/1998,"Norwell, Massachusetts",2018,2018-19,Norwell,Massachusetts,United States
Bowers,Shane,Shane Bowers,6-2,7/30/1999,"Halifax, Nova Scotia",2018,2018-19,Halifax,Nova Scotia,Canada
Carpenter,Bobo,Bobo Carpenter,5-11,8/16/1996,"North Reading, Massachusetts",2018,2018-19,North Reading,Massachusetts,United States
Chabot,Gabriel,Gabriel Chabot,5-8,2/14/1998,"Quebec City, Quebec",2018,2018-19,Quebec City,Quebec,Canada
Cheremeta,Mark,Mark Cheremeta,5-11,7/12/1999,"Parkland, Florida",2018,2018-19,Parkland,Florida,United States
Cloonan,Ryan,Ryan Cloonan,5-10,7/20/1995,"East Longmeadow, Massachusetts",2018,2018-19,East Longmeadow,Massachusetts,United States
Cockerill,Logan,Logan Cockerill,5-9,3/3/1999,"Brighton, Michigan",2018,2018-19,Brighton,Michigan,United States
Curry,Patrick,Patrick Curry,6-0,1/9/1996,"Schaumburg, Illinois",2018,2018-19,Schaumburg,Illinois,United States
DeBoer,Jack,Jack DeBoer,6-3,8/17/2000,"Madison, New Jersey",2018,2018-19,Madison,New Jersey,United States
Farabee,Joel,Joel Farabee,6-1,2/25/2000,"Cicero, New York",2018,2018-19,Cicero,New York,United States
Harper,Patrick,Patrick Harper,5-9,7/29/1998,"New Canaan, Connecticut",2018,2018-19,New Canaan,Connecticut,United States
