date,opponent,name,pos,yr,goals,assists,points,season
1994-11-12,Northeastern,Chris Drury,F,FR,1,0,1,1994-95
1994-11-12,Northeastern,Bill Pierce,F,SO,0,1,1,1994-95
1994-11-12,Northeastern,Jon Coleman,D,SO,0,1,1,1994-95
1994-11-18,Massachusetts,Steve Thornton,F,SR,1,0,1,1994-95
1994-11-18,Massachusetts,Shane Johnson,D,SO,0,1,1,1994-95
1994-11-18,Massachusetts,Mike Sylvia,F,FR,0,1,1,1994-95
1994-11-18,Massachusetts,Mike Prendergast,F,SR,1,1,2,1994-95
1994-11-18,Massachusetts,Mike Grier,F,SO,2,1,3,1994-95
1994-11-18,Massachusetts,Kenny Rausch,F,SR,0,1,1,1994-95
1994-11-18,Massachusetts,Jacques Joubert,F,SR,0,2,2,1994-95
1994-11-18,Massachusetts,Doug Wood,D,JR,1,0,1,1994-95
1994-11-18,Massachusetts,Derek Herlofsky,G,SR,0,1,1,1994-95
1994-11-18,Massachusetts,Bob Lachance,F,JR,1,0,1,1994-95
1994-11-18,Massachusetts,Bill Pierce,F,SO,0,1,1,1994-95
1994-11-18,Massachusetts,Jon Coleman,D,SO,1,1,2,1994-95
1994-11-19,Massachusetts,Steve Thornton,F,SR,0,2,2,1994-95
1994-11-19,Massachusetts,Rich Brennan,D,SR,1,1,2,1994-95
1994-11-19,Massachusetts,Mike Sylvia,F,FR,0,1,1,1994-95
1994-11-19,Massachusetts,Mike Prendergast,F,SR,0,1,1,1994-95
1994-11-19,Massachusetts,Kenny Rausch,F,SR,1,0,1,1994-95
1994-11-19,Massachusetts,Mike Grier,F,SO,3,1,4,1994-95
1994-11-19,Massachusetts,Chris O'Sullivan,D,JR,1,2,3,1994-95
1994-11-19,Massachusetts,Chris Drury,F,FR,1,0,1,1994-95
1994-11-19,Massachusetts,Bob Lachance,F,JR,0,1,1,1994-95
1994-11-19,Massachusetts,Bill Pierce,F,SO,0,1,1,1994-95
1994-11-19,Massachusetts,Jacques Joubert,F,SR,0,1,1,1994-95
1994-11-22,Harvard,Steve Thornton,F,SR,0,1,1,1994-95
1994-11-22,Harvard,Rich Brennan,D,SR,0,3,3,1994-95
1994-11-22,Harvard,Mike Prendergast,F,SR,0,1,1,1994-95
1994-11-22,Harvard,Mike Grier,F,SO,2,1,3,1994-95
1994-11-22,Harvard,Kaj Linna,D,SR,0,1,1,1994-95
1994-11-22,Harvard,Kenny Rausch,F,SR,1,0,1,1994-95
1994-11-22,Harvard,Chris O'Sullivan,D,JR,2,1,3,1994-95
1994-11-22,Harvard,Chris Kelleher,D,FR,0,1,1,1994-95
1994-11-22,Harvard,Bob Lachance,F,JR,1,0,1,1994-95
1994-11-22,Harvard,Bill Pierce,F,SO,0,1,1,1994-95
1994-11-22,Harvard,Jacques Joubert,F,SR,0,1,1,1994-95
1994-11-25,Princeton,Unknown,,,6,0,6,1994-95
1994-11-27,Maine,Kenny Rausch,F,SR,1,0,1,1994-95
1994-11-27,Maine,Steve Thornton,F,SR,0,1,1,1994-95
1994-11-27,Maine,Shawn Bates,F,SO,1,0,1,1994-95
1994-11-27,Maine,Mike Prendergast,F,SR,0,1,1,1994-95
1994-11-27,Maine,Mike Grier,F,SO,1,1,2,1994-95
1994-11-27,Maine,Kaj Linna,D,SR,0,1,1,1994-95
1994-11-27,Maine,Mike Sylvia,F,FR,1,0,1,1994-95
1994-11-27,Maine,Doug Wood,D,JR,0,1,1,1994-95
1994-11-27,Maine,Chris O'Sullivan,D,JR,1,1,2,1994-95
1994-11-27,Maine,Chris Drury,F,FR,0,1,1,1994-95
1994-11-27,Maine,Jeff Kealty,D,FR,0,1,1,1994-95
1994-11-27,Maine,Bob Lachance,F,JR,0,1,1,1994-95
1994-11-27,Maine,Bill Pierce,F,SO,0,1,1,1994-95
1994-12-02,Maine,Steve Thornton,F,SR,1,1,2,1994-95
1994-12-02,Maine,Mike Sylvia,F,FR,1,1,2,1994-95
1994-12-02,Maine,Mike Grier,F,SO,0,1,1,1994-95
1994-12-02,Maine,Kaj Linna,D,SR,1,0,1,1994-95
1994-12-02,Maine,Jay Pandolfo,F,JR,1,1,2,1994-95
1994-12-02,Maine,Chris Kelleher,D,FR,0,1,1,1994-95
1994-12-02,Maine,Chris Drury,F,FR,0,1,1,1994-95
1994-12-02,Maine,Bob Lachance,F,JR,0,1,1,1994-95
1994-12-02,Maine,Bill Pierce,F,SO,0,1,1,1994-95
1994-12-02,Maine,Chris O'Sullivan,D,JR,1,1,2,1994-95
1994-12-03,Maine,Mike Prendergast,F,SR,1,1,2,1994-95
1994-12-03,Maine,Mike Sylvia,F,FR,1,0,1,1994-95
1994-12-03,Maine,Jay Pandolfo,F,JR,1,2,3,1994-95
1994-12-03,Maine,Mike Grier,F,SO,1,0,1,1994-95
1994-12-03,Maine,Chris Kelleher,D,FR,0,1,1,1994-95
1994-12-03,Maine,Chris Drury,F,FR,0,2,2,1994-95
1994-12-03,Maine,Bob Lachance,F,JR,1,0,1,1994-95
1994-12-03,Maine,Doug Wood,D,JR,0,1,1,1994-95
1994-12-07,Vermont,Shawn Bates,F,SO,1,1,2,1994-95
1994-12-07,Vermont,Rich Brennan,D,SR,1,2,3,1994-95
1994-12-07,Vermont,Mike Sylvia,F,FR,0,2,2,1994-95
1994-12-07,Vermont,Mike Prendergast,F,SR,1,0,1,1994-95
1994-12-07,Vermont,Mike Grier,F,SO,2,2,4,1994-95
1994-12-07,Vermont,Jay Pandolfo,F,JR,0,2,2,1994-95
1994-12-07,Vermont,Matt Wright,F,SO,0,1,1,1994-95
1994-12-07,Vermont,Doug Wood,D,JR,1,1,2,1994-95
1994-12-07,Vermont,Chris O'Sullivan,D,JR,2,1,3,1994-95
1994-12-07,Vermont,Chris Kelleher,D,FR,0,1,1,1994-95
1994-12-07,Vermont,Bob Lachance,F,JR,0,2,2,1994-95
1994-12-07,Vermont,Bill Pierce,F,SO,2,0,2,1994-95
1994-12-07,Vermont,Jacques Joubert,F,SR,1,0,1,1994-95
1994-12-10,Dartmouth,Jeff Kealty,D,FR,0,2,2,1994-95
1994-12-10,Dartmouth,Rich Brennan,D,SR,1,1,2,1994-95
1994-12-10,Dartmouth,Steve Thornton,F,SR,1,1,2,1994-95
1994-12-10,Dartmouth,Mike Grier,F,SO,0,1,1,1994-95
1994-12-10,Dartmouth,Jon Coleman,D,SO,0,2,2,1994-95
1994-12-10,Dartmouth,Jay Pandolfo,F,JR,1,0,1,1994-95
1994-12-10,Dartmouth,Mike Prendergast,F,SR,1,0,1,1994-95
1994-12-10,Dartmouth,Doug Wood,D,JR,1,2,3,1994-95
1994-12-10,Dartmouth,Chris O'Sullivan,D,JR,2,1,3,1994-95
1994-12-10,Dartmouth,Chris Kelleher,D,FR,0,1,1,1994-95
1994-12-10,Dartmouth,Chris Drury,F,FR,0,1,1,1994-95
1994-12-10,Dartmouth,Bob Lachance,F,JR,1,1,2,1994-95
1994-12-10,Dartmouth,Jacques Joubert,F,SR,2,0,2,1994-95
1994-12-30,Western Michigan,Tom Noble,G,FR,0,1,1,1994-95
1994-12-30,Western Michigan,Steve Thornton,F,SR,0,1,1,1994-95
1994-12-30,Western Michigan,Rich Brennan,D,SR,0,2,2,1994-95
1994-12-30,Western Michigan,Kenny Rausch,F,SR,1,0,1,1994-95
1994-12-30,Western Michigan,Jon Coleman,D,SO,1,0,1,1994-95
1994-12-30,Western Michigan,Jay Pandolfo,F,JR,0,2,2,1994-95
1994-12-30,Western Michigan,Jacques Joubert,F,SR,1,1,2,1994-95
1994-12-30,Western Michigan,Doug Wood,D,JR,0,1,1,1994-95
1994-12-30,Western Michigan,Chris O'Sullivan,D,JR,1,0,1,1994-95
1994-12-30,Western Michigan,Bob Lachance,F,JR,1,1,2,1994-95
1994-12-31,Minnesota,Unknown,,,4,0,4,1994-95
1995-01-06,New Hampshire,Shawn Bates,F,SO,1,0,1,1994-95
1995-01-06,New Hampshire,Steve Thornton,F,SR,1,0,1,1994-95
1995-01-06,New Hampshire,Mike Prendergast,F,SR,1,0,1,1994-95
1995-01-06,New Hampshire,Matt Wright,F,SO,1,0,1,1994-95
1995-01-06,New Hampshire,Jay Pandolfo,F,JR,0,2,2,1994-95
1995-01-06,New Hampshire,Mike Sylvia,F,FR,0,1,1,1994-95
1995-01-06,New Hampshire,Chris O'Sullivan,D,JR,0,1,1,1994-95
1995-01-06,New Hampshire,Chris Kelleher,D,FR,0,1,1,1994-95
1995-01-06,New Hampshire,Chris Drury,F,FR,1,0,1,1994-95
1995-01-06,New Hampshire,Bill Pierce,F,SO,0,1,1,1994-95
1995-01-06,New Hampshire,Doug Wood,D,JR,0,2,2,1994-95
1995-01-10,Providence,Steve Thornton,F,SR,0,2,2,1994-95
1995-01-10,Providence,Shawn Bates,F,SO,0,2,2,1994-95
1995-01-10,Providence,Mike Sylvia,F,FR,1,0,1,1994-95
1995-01-10,Providence,Mike Grier,F,SO,1,0,1,1994-95
1995-01-10,Providence,Matt Wright,F,SO,1,0,1,1994-95
1995-01-10,Providence,Kenny Rausch,F,SR,0,1,1,1994-95
1995-01-10,Providence,Kaj Linna,D,SR,1,0,1,1994-95
1995-01-10,Providence,Jon Coleman,D,SO,0,1,1,1994-95
1995-01-10,Providence,Jay Pandolfo,F,JR,1,0,1,1994-95
1995-01-10,Providence,Jacques Joubert,F,SR,1,1,2,1994-95
1995-01-10,Providence,Derek Herlofsky,G,SR,0,1,1,1994-95
1995-01-10,Providence,Chris O'Sullivan,D,JR,1,1,2,1994-95
1995-01-10,Providence,Chris Drury,F,FR,2,0,2,1994-95
1995-01-10,Providence,Bob Lachance,F,JR,0,2,2,1994-95
1995-01-10,Providence,Bill Pierce,F,SO,0,1,1,1994-95
1995-01-10,Providence,Jeff Kealty,D,FR,0,1,1,1994-95
1995-01-13,Merrimack,Chris Drury,F,FR,1,0,1,1994-95
1995-01-13,Merrimack,Kenny Rausch,F,SR,1,0,1,1994-95
1995-01-13,Merrimack,Shawn Bates,F,SO,0,2,2,1994-95
1995-01-14,Northeastern,Mike Grier,F,SO,2,1,3,1994-95
1995-01-14,Northeastern,Steve Thornton,F,SR,2,1,3,1994-95
1995-01-14,Northeastern,Mike Prendergast,F,SR,1,0,1,1994-95
1995-01-14,Northeastern,Kaj Linna,D,SR,0,1,1,1994-95
1995-01-14,Northeastern,Chris Drury,F,FR,0,1,1,1994-95
1995-01-14,Northeastern,Chris O'Sullivan,D,JR,1,3,4,1994-95
1995-01-14,Northeastern,Jon Coleman,D,SO,0,1,1,1994-95
1995-01-14,Northeastern,Bob Lachance,F,JR,0,1,1,1994-95
1995-01-20,Boston College,Mike Prendergast,F,SR,0,2,2,1994-95
1995-01-20,Boston College,Mike Grier,F,SO,1,2,3,1994-95
1995-01-20,Boston College,Matt Wright,F,SO,0,1,1,1994-95
1995-01-20,Boston College,Jon Coleman,D,SO,1,0,1,1994-95
1995-01-20,Boston College,Shawn Bates,F,SO,1,0,1,1994-95
1995-01-20,Boston College,Jacques Joubert,F,SR,2,1,3,1994-95
1995-01-20,Boston College,Doug Wood,D,JR,0,1,1,1994-95
1995-01-20,Boston College,Chris O'Sullivan,D,JR,1,0,1,1994-95
1995-01-20,Boston College,Bob Lachance,F,JR,1,0,1,1994-95
1995-01-20,Boston College,Jay Pandolfo,F,JR,0,1,1,1994-95
1995-01-21,Boston College,Steve Thornton,F,SR,1,0,1,1994-95
1995-01-21,Boston College,Mike Prendergast,F,SR,1,0,1,1994-95
1995-01-21,Boston College,Mike Grier,F,SO,0,1,1,1994-95
1995-01-21,Boston College,Kenny Rausch,F,SR,0,1,1,1994-95
1995-01-21,Boston College,Jon Coleman,D,SO,0,1,1,1994-95
1995-01-21,Boston College,Jacques Joubert,F,SR,1,2,3,1994-95
1995-01-21,Boston College,Chris O'Sullivan,D,JR,0,1,1,1994-95
1995-01-21,Boston College,Bob Lachance,F,JR,1,0,1,1994-95
1995-01-21,Boston College,Kaj Linna,D,SR,1,1,2,1994-95
1995-01-26,New Hampshire,Mike Prendergast,F,SR,1,0,1,1994-95
1995-01-26,New Hampshire,Shawn Bates,F,SO,1,0,1,1994-95
1995-01-26,New Hampshire,Jay Pandolfo,F,JR,0,1,1,1994-95
1995-01-26,New Hampshire,Chris Drury,F,FR,0,1,1,1994-95
1995-01-26,New Hampshire,Bob Lachance,F,JR,0,1,1,1994-95
1995-01-26,New Hampshire,Jacques Joubert,F,SR,0,1,1,1994-95
1995-01-28,New Hampshire,Mike Grier,F,SO,2,1,3,1994-95
1995-01-28,New Hampshire,Steve Thornton,F,SR,1,0,1,1994-95
1995-01-28,New Hampshire,Shawn Bates,F,SO,0,1,1,1994-95
1995-01-28,New Hampshire,Shane Johnson,D,SO,0,1,1,1994-95
1995-01-28,New Hampshire,Mike Sylvia,F,FR,0,1,1,1994-95
1995-01-28,New Hampshire,Mike Prendergast,F,SR,0,1,1,1994-95
1995-01-28,New Hampshire,Matt Wright,F,SO,1,0,1,1994-95
1995-01-28,New Hampshire,Kenny Rausch,F,SR,1,0,1,1994-95
1995-01-28,New Hampshire,Jon Coleman,D,SO,0,1,1,1994-95
1995-01-28,New Hampshire,Jay Pandolfo,F,JR,1,1,2,1994-95
1995-01-28,New Hampshire,Jacques Joubert,F,SR,1,0,1,1994-95
1995-01-28,New Hampshire,Chris O'Sullivan,D,JR,0,3,3,1994-95
1995-01-28,New Hampshire,Bob Lachance,F,JR,0,1,1,1994-95
1995-01-28,New Hampshire,Bill Pierce,F,SO,0,1,1,1994-95
1995-01-28,New Hampshire,Kaj Linna,D,SR,0,1,1,1994-95
1995-02-03,Massachusetts,Mike Grier,F,SO,0,1,1,1994-95
1995-02-03,Massachusetts,Matt Wright,F,SO,0,1,1,1994-95
1995-02-03,Massachusetts,Mike Sylvia,F,FR,1,0,1,1994-95
1995-02-03,Massachusetts,Mike Prendergast,F,SR,0,1,1,1994-95
1995-02-03,Massachusetts,Jacques Joubert,F,SR,1,2,3,1994-95
1995-02-03,Massachusetts,Chris Kelleher,D,FR,1,1,2,1994-95
1995-02-03,Massachusetts,Chris O'Sullivan,D,JR,0,1,1,1994-95
1995-02-03,Massachusetts,Bill Pierce,F,SO,0,1,1,1994-95
1995-02-03,Massachusetts,Doug Wood,D,JR,1,0,1,1994-95
1995-02-03,Massachusetts,Bob Lachance,F,JR,1,1,2,1994-95
1995-02-06,Northeastern,Bob Lachance,F,JR,1,0,1,1994-95
1995-02-06,Northeastern,Chris Kelleher,D,FR,1,1,2,1994-95
1995-02-06,Northeastern,Jacques Joubert,F,SR,0,3,3,1994-95
1995-02-06,Northeastern,Jay Pandolfo,F,JR,1,0,1,1994-95
1995-02-06,Northeastern,Kenny Rausch,F,SR,1,2,3,1994-95
1995-02-06,Northeastern,Mike Prendergast,F,SR,1,0,1,1994-95
1995-02-06,Northeastern,Mike Sylvia,F,FR,1,0,1,1994-95
1995-02-06,Northeastern,Rich Brennan,D,SR,0,3,3,1994-95
1995-02-06,Northeastern,Matt Wright,F,SO,0,1,1,1994-95
1995-02-10,UMass Lowell,Steve Thornton,F,SR,3,0,3,1994-95
1995-02-10,UMass Lowell,Mike Prendergast,F,SR,1,1,2,1994-95
1995-02-10,UMass Lowell,Shawn Bates,F,SO,0,1,1,1994-95
1995-02-10,UMass Lowell,Shane Johnson,D,SO,0,2,2,1994-95
1995-02-10,UMass Lowell,Rich Brennan,D,SR,1,0,1,1994-95
1995-02-10,UMass Lowell,Mike Sylvia,F,FR,0,1,1,1994-95
1995-02-10,UMass Lowell,Mike Grier,F,SO,0,3,3,1994-95
1995-02-10,UMass Lowell,Kaj Linna,D,SR,0,2,2,1994-95
1995-02-10,UMass Lowell,Jon Coleman,D,SO,0,1,1,1994-95
1995-02-10,UMass Lowell,Jacques Joubert,F,SR,2,0,2,1994-95
1995-02-10,UMass Lowell,Chris O'Sullivan,D,JR,0,3,3,1994-95
1995-02-10,UMass Lowell,Chris Kelleher,D,FR,0,1,1,1994-95
1995-02-10,UMass Lowell,Chris Drury,F,FR,1,0,1,1994-95
1995-02-10,UMass Lowell,Matt Wright,F,SO,1,0,1,1994-95
1995-02-13,Boston College,Mike Prendergast,F,SR,1,0,1,1994-95
1995-02-13,Boston College,Mike Grier,F,SO,1,0,1,1994-95
1995-02-13,Boston College,Matt Wright,F,SO,1,0,1,1994-95
1995-02-13,Boston College,Kenny Rausch,F,SR,2,0,2,1994-95
1995-02-13,Boston College,Jacques Joubert,F,SR,0,1,1,1994-95
1995-02-13,Boston College,Chris O'Sullivan,D,JR,0,1,1,1994-95
1995-02-13,Boston College,Chris Drury,F,FR,0,1,1,1994-95
1995-02-13,Boston College,Bob Lachance,F,JR,0,2,2,1994-95
1995-02-13,Boston College,Jon Coleman,D,SO,0,1,1,1994-95
1995-02-17,Providence,Kaj Linna,D,SR,1,0,1,1994-95
1995-02-17,Providence,Rich Brennan,D,SR,0,1,1,1994-95
1995-02-18,Providence,Matt Wright,F,SO,0,1,1,1994-95
1995-02-18,Providence,Mike Grier,F,SO,2,2,4,1994-95
1995-02-18,Providence,Steve Thornton,F,SR,1,2,3,1994-95
1995-02-18,Providence,Jacques Joubert,F,SR,0,1,1,1994-95
1995-02-18,Providence,Chris Drury,F,FR,1,0,1,1994-95
1995-02-18,Providence,Chris O'Sullivan,D,JR,1,1,2,1994-95
1995-02-18,Providence,Chris Kelleher,D,FR,0,2,2,1994-95
1995-02-18,Providence,Bill Pierce,F,SO,0,1,1,1994-95
1995-02-18,Providence,Doug Wood,D,JR,1,1,2,1994-95
1995-02-24,Merrimack,Kaj Linna,D,SR,0,2,2,1994-95
1995-02-24,Merrimack,Jacques Joubert,F,SR,2,0,2,1994-95
1995-02-24,Merrimack,Doug Wood,D,JR,0,1,1,1994-95
1995-02-24,Merrimack,Chris O'Sullivan,D,JR,0,1,1,1994-95
1995-02-24,Merrimack,Mike Grier,F,SO,1,0,1,1994-95
1995-02-24,Merrimack,Chris Drury,F,FR,1,0,1,1994-95
1995-02-24,Merrimack,Bob Lachance,F,JR,0,1,1,1994-95
1995-02-24,Merrimack,Bill Pierce,F,SO,0,1,1,1994-95
1995-02-24,Merrimack,Chris Kelleher,D,FR,0,1,1,1994-95
1995-02-25,Merrimack,Steve Thornton,F,SR,1,1,2,1994-95
1995-02-25,Merrimack,Shawn Bates,F,SO,1,2,3,1994-95
1995-02-25,Merrimack,Mike Grier,F,SO,1,0,1,1994-95
1995-02-25,Merrimack,Mike Sylvia,F,FR,2,0,2,1994-95
1995-02-25,Merrimack,Chris O'Sullivan,D,JR,0,1,1,1994-95
1995-02-25,Merrimack,Chris Drury,F,FR,0,2,2,1994-95
1995-02-25,Merrimack,Kaj Linna,D,SR,0,1,1,1994-95
1995-03-04,Boston College,Matt Wright,F,SO,0,1,1,1994-95
1995-03-04,Boston College,Steve Thornton,F,SR,1,1,2,1994-95
1995-03-04,Boston College,Shawn Bates,F,SO,2,0,2,1994-95
1995-03-04,Boston College,Rich Brennan,D,SR,0,1,1,1994-95
1995-03-04,Boston College,Mike Prendergast,F,SR,3,1,4,1994-95
1995-03-04,Boston College,Kaj Linna,D,SR,0,2,2,1994-95
1995-03-04,Boston College,Bob Lachance,F,JR,0,5,5,1994-95
1995-03-04,Boston College,Jacques Joubert,F,SR,2,3,5,1994-95
1995-03-04,Boston College,Chris O'Sullivan,D,JR,0,2,2,1994-95
1995-03-04,Boston College,Chris Kelleher,D,FR,0,1,1,1994-95
1995-03-04,Boston College,Chris Drury,F,FR,1,0,1,1994-95
1995-03-04,Boston College,Jon Coleman,D,SO,1,0,1,1994-95
1995-03-12,Merrimack,Bob Lachance,F,JR,0,2,2,1994-95
1995-03-12,Merrimack,Jacques Joubert,F,SR,3,0,3,1994-95
1995-03-12,Merrimack,Mike Prendergast,F,SR,0,3,3,1994-95
1995-03-12,Merrimack,Shane Johnson,D,SO,0,1,1,1994-95
1995-03-12,Merrimack,Shawn Bates,F,SO,1,0,1,1994-95
1995-03-17,UMass Lowell,Tom Noble,G,FR,0,1,1,1994-95
1995-03-17,UMass Lowell,Shawn Bates,F,SO,2,0,2,1994-95
1995-03-17,UMass Lowell,Rich Brennan,D,SR,0,1,1,1994-95
1995-03-17,UMass Lowell,Kaj Linna,D,SR,0,2,2,1994-95
1995-03-17,UMass Lowell,Kenny Rausch,F,SR,0,1,1,1994-95
1995-03-17,UMass Lowell,Jacques Joubert,F,SR,1,0,1,1994-95
1995-03-17,UMass Lowell,Chris Drury,F,FR,1,0,1,1994-95
1995-03-17,UMass Lowell,Bob Lachance,F,JR,0,1,1,1994-95
1995-03-17,UMass Lowell,Jon Coleman,D,SO,0,1,1,1994-95
1995-03-18,Providence,Chris Drury,F,FR,0,1,1,1994-95
1995-03-18,Providence,Chris O'Sullivan,D,JR,0,1,1,1994-95
1995-03-18,Providence,Kenny Rausch,F,SR,1,0,1,1994-95
1995-03-18,Providence,Matt Wright,F,SO,1,0,1,1994-95
1995-03-18,Providence,Mike Grier,F,SO,1,1,2,1994-95
1995-03-18,Providence,Steve Thornton,F,SR,0,1,1,1994-95
1995-03-25,Lake Superior State,Steve Thornton,F,SR,0,2,2,1994-95
1995-03-25,Lake Superior State,Shawn Bates,F,SO,1,0,1,1994-95
1995-03-25,Lake Superior State,Rich Brennan,D,SR,1,0,1,1994-95
1995-03-25,Lake Superior State,Mike Sylvia,F,FR,0,1,1,1994-95
1995-03-25,Lake Superior State,Chris O'Sullivan,D,JR,0,1,1,1994-95
1995-03-25,Lake Superior State,Kaj Linna,D,SR,3,0,3,1994-95
1995-03-25,Lake Superior State,Chris Drury,F,FR,1,0,1,1994-95
1995-03-25,Lake Superior State,Bill Pierce,F,SO,0,1,1,1994-95
1995-03-25,Lake Superior State,Matt Wright,F,SO,0,1,1,1994-95
1995-03-30,Minnesota,Kenny Rausch,F,SR,0,1,1,1994-95
1995-03-30,Minnesota,Mike Sylvia,F,FR,1,0,1,1994-95
1995-03-30,Minnesota,Mike Prendergast,F,SR,0,1,1,1994-95
1995-03-30,Minnesota,Shawn Bates,F,SO,1,0,1,1994-95
1995-03-30,Minnesota,Matt Wright,F,SO,1,0,1,1994-95
1995-03-30,Minnesota,Kaj Linna,D,SR,0,1,1,1994-95
1995-03-30,Minnesota,Chris Kelleher,D,FR,0,1,1,1994-95
1995-03-30,Minnesota,Jacques Joubert,F,SR,1,1,2,1994-95
1995-03-30,Minnesota,Doug Wood,D,JR,1,0,1,1994-95
1995-03-30,Minnesota,Chris O'Sullivan,D,JR,1,0,1,1994-95
1995-03-30,Minnesota,Chris Drury,F,FR,0,2,2,1994-95
1995-03-30,Minnesota,Bob Lachance,F,JR,1,1,2,1994-95
1995-03-30,Minnesota,Jon Coleman,D,SO,0,2,2,1994-95
1995-04-01,Maine,Rich Brennan,D,SR,0,1,1,1994-95
1995-04-01,Maine,Mike Sylvia,F,FR,1,0,1,1994-95
1995-04-01,Maine,Mike Prendergast,F,SR,0,1,1,1994-95
1995-04-01,Maine,Mike Grier,F,SO,0,2,2,1994-95
1995-04-01,Maine,Jacques Joubert,F,SR,1,0,1,1994-95
1995-04-01,Maine,Jay Pandolfo,F,JR,0,1,1,1994-95
1995-04-01,Maine,Chris O'Sullivan,D,JR,2,0,2,1994-95
1995-04-01,Maine,Bob Lachance,F,JR,1,0,1,1994-95
1995-04-01,Maine,Shawn Bates,F,SO,0,1,1,1994-95
1995-04-01,Maine,Kaj Linna,D,SR,0,1,1,1994-95
1995-04-01,Maine,Steve Thornton,F,SR,1,2,3,1994-95
1995-10-20,North Dakota,Bob Lachance,F,SR,1,1,2,1995-96
1995-10-20,North Dakota,Chris Drury,F,SO,0,2,2,1995-96
1995-10-20,North Dakota,Chris O'Sullivan,D,SR,2,1,3,1995-96
1995-10-20,North Dakota,Jay Pandolfo,F,SR,3,0,3,1995-96
1995-10-20,North Dakota,Mike Grier,F,JR,1,2,3,1995-96
1995-10-20,North Dakota,Mike Sylvia,F,SO,1,0,1,1995-96
1995-10-20,North Dakota,Shawn Bates,F,JR,0,3,3,1995-96
1995-10-28,Vermont,Shawn Bates,F,JR,1,1,2,1995-96
1995-10-28,Vermont,Mike Grier,F,JR,1,0,1,1995-96
1995-10-28,Vermont,Jon Coleman,D,JR,0,1,1,1995-96
1995-10-28,Vermont,Jeff Kealty,D,SO,0,1,1,1995-96
1995-10-28,Vermont,Doug Wood,D,SR,0,3,3,1995-96
1995-10-28,Vermont,Chris Kelleher,D,SO,1,1,2,1995-96
1995-10-28,Vermont,Chris Drury,F,SO,1,0,1,1995-96
1995-10-28,Vermont,Brendan Walsh,F,FR,0,1,1,1995-96
1995-10-28,Vermont,Bob Lachance,F,SR,1,0,1,1995-96
1995-10-28,Vermont,Chris O'Sullivan,D,SR,0,1,1,1995-96
1995-11-03,Northeastern,Scott King,F,FR,0,1,1,1995-96
1995-11-03,Northeastern,Shawn Bates,F,JR,0,1,1,1995-96
1995-11-03,Northeastern,Shane Johnson,D,JR,2,1,3,1995-96
1995-11-03,Northeastern,Mike Grier,F,JR,1,0,1,1995-96
1995-11-03,Northeastern,Jay Pandolfo,F,SR,1,2,3,1995-96
1995-11-03,Northeastern,Chris Drury,F,SO,1,0,1,1995-96
1995-11-03,Northeastern,Bob Lachance,F,SR,0,2,2,1995-96
1995-11-03,Northeastern,Bill Pierce,F,JR,1,0,1,1995-96
1995-11-03,Northeastern,Jon Coleman,D,JR,0,1,1,1995-96
1995-11-04,Northeastern,Jay Pandolfo,F,SR,3,1,4,1995-96
1995-11-04,Northeastern,Bob Lachance,F,SR,1,2,3,1995-96
1995-11-04,Northeastern,Chris Drury,F,SO,1,2,3,1995-96
1995-11-04,Northeastern,Chris Kelleher,D,SO,1,1,2,1995-96
1995-11-04,Northeastern,Dan Ronan,D,FR,0,1,1,1995-96
1995-11-04,Northeastern,Doug Wood,D,SR,0,1,1,1995-96
1995-11-04,Northeastern,Jon Coleman,D,JR,1,2,3,1995-96
1995-11-04,Northeastern,Matt Wright,F,JR,1,0,1,1995-96
1995-11-04,Northeastern,Mike Sylvia,F,SO,1,1,2,1995-96
1995-11-04,Northeastern,Scott King,F,FR,0,1,1,1995-96
1995-11-04,Northeastern,Shane Johnson,D,JR,1,2,3,1995-96
1995-11-10,New Hampshire,Jon Coleman,D,JR,1,0,1,1995-96
1995-11-10,New Hampshire,Jeff Kealty,D,SO,2,0,2,1995-96
1995-11-10,New Hampshire,Shawn Bates,F,JR,1,0,1,1995-96
1995-11-10,New Hampshire,Mike Grier,F,JR,0,1,1,1995-96
1995-11-10,New Hampshire,Jay Pandolfo,F,SR,0,1,1,1995-96
1995-11-10,New Hampshire,Shane Johnson,D,JR,0,1,1,1995-96
1995-11-10,New Hampshire,Chris O'Sullivan,D,SR,0,2,2,1995-96
1995-11-10,New Hampshire,Chris Drury,F,SO,1,2,3,1995-96
1995-11-10,New Hampshire,Bill Pierce,F,JR,0,1,1,1995-96
1995-11-10,New Hampshire,Doug Wood,D,SR,0,1,1,1995-96
1995-11-10,New Hampshire,Albie O'Connell,F,FR,0,1,1,1995-96
1995-11-11,New Hampshire,Shawn Bates,F,JR,1,2,3,1995-96
1995-11-11,New Hampshire,Mike Sylvia,F,SO,0,2,2,1995-96
1995-11-11,New Hampshire,Mike Grier,F,JR,0,1,1,1995-96
1995-11-11,New Hampshire,Jon Coleman,D,JR,0,1,1,1995-96
1995-11-11,New Hampshire,Peter Donatelli,F,SO,0,1,1,1995-96
1995-11-11,New Hampshire,Jay Pandolfo,F,SR,3,1,4,1995-96
1995-11-11,New Hampshire,Chris O'Sullivan,D,SR,0,1,1,1995-96
1995-11-11,New Hampshire,Chris Drury,F,SO,1,2,3,1995-96
1995-11-11,New Hampshire,Bob Lachance,F,SR,1,1,2,1995-96
1995-11-11,New Hampshire,John Hynes,F,SO,1,0,1,1995-96
