date,opponent,name,pos,yr,goals,assists,points,season
1993-10-30,Colgate,Jon Jenkins,F,JR,1,0,1,1993-94
1993-10-30,Colgate,Mike Prendergast,F,JR,1,1,2,1993-94
1993-10-30,Colgate,Jay Pandolfo,F,SO,0,1,1,1993-94
1993-10-30,Colgate,Jacques Joubert,F,JR,1,0,1,1993-94
1993-10-30,Colgate,Doug Friedman,F,SR,0,1,1,1993-94
1993-10-30,Colgate,Chris O'Sullivan,D,SO,0,3,3,1993-94
1993-10-30,Colgate,Bob Lachance,F,SO,0,1,1,1993-94
1993-10-30,Colgate,Bill Pierce,F,FR,1,0,1,1993-94
1993-10-30,Colgate,Jon Coleman,D,FR,0,1,1,1993-94
1993-11-06,Rensselaer,Jay Pandolfo,F,SO,1,0,1,1993-94
1993-11-06,Rensselaer,Jon Jenkins,F,JR,1,0,1,1993-94
1993-11-06,Rensselaer,Jon Pratt,F,SR,0,1,1,1993-94
1993-11-06,Rensselaer,Rich Brennan,D,JR,0,1,1,1993-94
1993-11-12,Northeastern,Rich Brennan,D,JR,1,0,1,1993-94
1993-11-12,Northeastern,Jon Jenkins,F,JR,0,1,1,1993-94
1993-11-12,Northeastern,Jon Coleman,D,FR,0,2,2,1993-94
1993-11-12,Northeastern,Chris O'Sullivan,D,SO,1,0,1,1993-94
1993-11-12,Northeastern,Jacques Joubert,F,JR,2,0,2,1993-94
1993-11-12,Northeastern,Doug Friedman,F,SR,0,3,3,1993-94
1993-11-12,Northeastern,Jay Pandolfo,F,SO,0,2,2,1993-94
1993-11-13,Northeastern,Mike Pomichter,F,JR,1,1,2,1993-94
1993-11-13,Northeastern,Steve Thornton,F,JR,0,1,1,1993-94
1993-11-13,Northeastern,Shawn Bates,F,FR,1,0,1,1993-94
1993-11-13,Northeastern,Rich Brennan,D,JR,0,1,1,1993-94
1993-11-13,Northeastern,Kenny Rausch,F,JR,0,1,1,1993-94
1993-11-13,Northeastern,Mike Prendergast,F,JR,2,0,2,1993-94
1993-11-13,Northeastern,Jay Pandolfo,F,SO,0,2,2,1993-94
1993-11-13,Northeastern,Chris O'Sullivan,D,SO,2,0,2,1993-94
1993-11-13,Northeastern,Doug Friedman,F,SR,0,1,1,1993-94
1993-11-13,Northeastern,Jon Coleman,D,FR,0,1,1,1993-94
1993-11-13,Northeastern,Jacques Joubert,F,JR,1,1,2,1993-94
1993-11-19,Maine,Mike Prendergast,F,JR,0,1,1,1993-94
1993-11-19,Maine,Steve Thornton,F,JR,1,0,1,1993-94
1993-11-19,Maine,Stephen Foster,D,SR,0,1,1,1993-94
1993-11-19,Maine,Shawn Bates,F,FR,0,2,2,1993-94
1993-11-19,Maine,Mike Pomichter,F,JR,1,1,2,1993-94
1993-11-19,Maine,Mike Grier,F,FR,1,0,1,1993-94
1993-11-19,Maine,Kenny Rausch,F,JR,1,1,2,1993-94
1993-11-19,Maine,Kaj Linna,D,JR,0,1,1,1993-94
1993-11-19,Maine,Jay Pandolfo,F,SO,0,1,1,1993-94
1993-11-19,Maine,Jacques Joubert,F,JR,1,0,1,1993-94
1993-11-19,Maine,Chris O'Sullivan,D,SO,0,1,1,1993-94
1993-11-20,Maine,Mike Pomichter,F,JR,1,0,1,1993-94
1993-11-20,Maine,Mike Prendergast,F,JR,0,1,1,1993-94
1993-11-23,Cornell,Shawn Bates,F,FR,0,1,1,1993-94
1993-11-23,Cornell,Rich Brennan,D,JR,0,1,1,1993-94
1993-11-23,Cornell,Mike Prendergast,F,JR,0,1,1,1993-94
1993-11-23,Cornell,Steve Thornton,F,JR,0,1,1,1993-94
1993-11-23,Cornell,Mike Pomichter,F,JR,2,0,2,1993-94
1993-11-23,Cornell,Jacques Joubert,F,JR,1,1,2,1993-94
1993-11-23,Cornell,Doug Friedman,F,SR,0,2,2,1993-94
1993-11-23,Cornell,Jay Pandolfo,F,SO,1,0,1,1993-94
1993-11-28,Princeton,Steve Thornton,F,JR,0,1,1,1993-94
1993-11-28,Princeton,Shawn Bates,F,FR,1,0,1,1993-94
1993-11-28,Princeton,Mike Prendergast,F,JR,2,1,3,1993-94
1993-11-28,Princeton,Kaj Linna,D,JR,0,2,2,1993-94
1993-11-28,Princeton,Kenny Rausch,F,JR,1,0,1,1993-94
1993-11-28,Princeton,Jay Pandolfo,F,SO,0,1,1,1993-94
1993-11-28,Princeton,Doug Friedman,F,SR,1,2,3,1993-94
1993-11-28,Princeton,Dan Donato,D,SR,1,3,4,1993-94
1993-11-28,Princeton,Bill Pierce,F,FR,0,1,1,1993-94
1993-11-28,Princeton,Jon Jenkins,F,JR,1,1,2,1993-94
1993-12-03,Merrimack,Mike Grier,F,FR,0,1,1,1993-94
1993-12-03,Merrimack,Steve Thornton,F,JR,0,1,1,1993-94
1993-12-03,Merrimack,Shawn Bates,F,FR,2,1,3,1993-94
1993-12-03,Merrimack,Rich Brennan,D,JR,0,2,2,1993-94
1993-12-03,Merrimack,Mike Prendergast,F,JR,2,0,2,1993-94
1993-12-03,Merrimack,Mike Pomichter,F,JR,1,2,3,1993-94
1993-12-03,Merrimack,Jon Jenkins,F,JR,0,2,2,1993-94
1993-12-03,Merrimack,Jon Coleman,D,FR,0,1,1,1993-94
1993-12-03,Merrimack,Jay Pandolfo,F,SO,3,1,4,1993-94
1993-12-03,Merrimack,Jacques Joubert,F,JR,0,1,1,1993-94
1993-12-03,Merrimack,Doug Friedman,F,SR,0,1,1,1993-94
1993-12-03,Merrimack,Dan Donato,D,SR,0,1,1,1993-94
1993-12-03,Merrimack,Chris O'Sullivan,D,SO,0,3,3,1993-94
1993-12-03,Merrimack,Bob Lachance,F,SO,1,1,2,1993-94
1993-12-03,Merrimack,Bill Pierce,F,FR,1,0,1,1993-94
1993-12-04,Merrimack,Steve Thornton,F,JR,2,1,3,1993-94
1993-12-04,Merrimack,Shawn Bates,F,FR,1,0,1,1993-94
1993-12-04,Merrimack,Rich Brennan,D,JR,0,1,1,1993-94
1993-12-04,Merrimack,Mike Pomichter,F,JR,1,1,2,1993-94
1993-12-04,Merrimack,Chris O'Sullivan,D,SO,0,1,1,1993-94
1993-12-04,Merrimack,Jay Pandolfo,F,SO,0,2,2,1993-94
1993-12-04,Merrimack,Bob Lachance,F,SO,0,1,1,1993-94
1993-12-04,Merrimack,Kaj Linna,D,JR,0,1,1,1993-94
1993-12-08,Brown,Steve Thornton,F,JR,0,1,1,1993-94
1993-12-08,Brown,Shawn Bates,F,FR,1,0,1,1993-94
1993-12-08,Brown,Jon Coleman,D,FR,0,1,1,1993-94
1993-12-08,Brown,Doug Friedman,F,SR,1,0,1,1993-94
1993-12-08,Brown,Chris O'Sullivan,D,SO,0,1,1,1993-94
1993-12-08,Brown,Jay Pandolfo,F,SO,0,1,1,1993-94
1993-12-11,Boston College,Mike Prendergast,F,JR,1,0,1,1993-94
1993-12-11,Boston College,Bob Lachance,F,SO,0,1,1,1993-94
1993-12-11,Boston College,Doug Friedman,F,SR,1,0,1,1993-94
1993-12-11,Boston College,Jacques Joubert,F,JR,1,1,2,1993-94
1993-12-11,Boston College,Kaj Linna,D,JR,0,1,1,1993-94
1993-12-11,Boston College,Mike Pomichter,F,JR,2,1,3,1993-94
1993-12-29,Vermont,Mike Prendergast,F,JR,0,2,2,1993-94
1993-12-29,Vermont,Mike Pomichter,F,JR,2,0,2,1993-94
1993-12-29,Vermont,Mike Grier,F,FR,0,1,1,1993-94
1993-12-29,Vermont,Dan Donato,D,SR,0,2,2,1993-94
1993-12-29,Vermont,Jacques Joubert,F,JR,0,1,1,1993-94
1993-12-29,Vermont,Doug Friedman,F,SR,2,0,2,1993-94
1993-12-29,Vermont,Rich Brennan,D,JR,0,1,1,1993-94
1993-12-29,Vermont,Jon Jenkins,F,JR,1,1,2,1993-94
1993-12-29,Vermont,Stephen Foster,D,SR,0,1,1,1993-94
1993-12-30,New Hampshire,Rich Brennan,D,JR,0,1,1,1993-94
1993-12-30,New Hampshire,Kaj Linna,D,JR,0,1,1,1993-94
1993-12-30,New Hampshire,Steve Thornton,F,JR,0,1,1,1993-94
1993-12-30,New Hampshire,Doug Friedman,F,SR,1,0,1,1993-94
1993-12-30,New Hampshire,Jon Pratt,F,SR,0,1,1,1993-94
1993-12-30,New Hampshire,Dan Donato,D,SR,1,0,1,1993-94
1994-01-04,UMass Lowell,Jacques Joubert,F,JR,1,0,1,1993-94
1994-01-04,UMass Lowell,Jon Pratt,F,SR,2,0,2,1993-94
1994-01-04,UMass Lowell,Kenny Rausch,F,JR,1,0,1,1993-94
1994-01-04,UMass Lowell,Matt Wright,F,FR,1,0,1,1993-94
1994-01-04,UMass Lowell,Mike Pomichter,F,JR,2,0,2,1993-94
1994-01-04,UMass Lowell,Rich Brennan,D,JR,1,0,1,1993-94
1994-01-04,UMass Lowell,Unknown,,,1,0,1,1993-94
1994-01-08,Providence,Jacques Joubert,F,JR,1,1,2,1993-94
1994-01-08,Providence,Steve Thornton,F,JR,0,1,1,1993-94
1994-01-08,Providence,Stephen Foster,D,SR,1,0,1,1993-94
1994-01-08,Providence,Mike Pomichter,F,JR,1,1,2,1993-94
1994-01-08,Providence,Bob Lachance,F,SO,0,2,2,1993-94
1994-01-08,Providence,Jay Pandolfo,F,SO,0,1,1,1993-94
1994-01-08,Providence,Kaj Linna,D,JR,1,0,1,1993-94
1994-01-14,Boston College,Mike Grier,F,FR,1,0,1,1993-94
1994-01-14,Boston College,Mike Prendergast,F,JR,0,1,1,1993-94
1994-01-14,Boston College,Mike Pomichter,F,JR,2,1,3,1993-94
1994-01-14,Boston College,Steve Thornton,F,JR,0,3,3,1993-94
1994-01-14,Boston College,Jon Pratt,F,SR,1,0,1,1993-94
1994-01-14,Boston College,Jacques Joubert,F,JR,0,1,1,1993-94
1994-01-14,Boston College,Doug Friedman,F,SR,0,1,1,1993-94
1994-01-14,Boston College,Dan Donato,D,SR,1,0,1,1993-94
1994-01-14,Boston College,Bob Lachance,F,SO,1,2,3,1993-94
1994-01-14,Boston College,Jay Pandolfo,F,SO,0,1,1,1993-94
1994-01-15,Boston College,Steve Thornton,F,JR,1,0,1,1993-94
1994-01-15,Boston College,Shawn Bates,F,FR,0,2,2,1993-94
1994-01-15,Boston College,Rich Brennan,D,JR,0,1,1,1993-94
1994-01-15,Boston College,Mike Prendergast,F,JR,1,0,1,1993-94
1994-01-15,Boston College,Mike Pomichter,F,JR,0,1,1,1993-94
1994-01-15,Boston College,Kaj Linna,D,JR,0,1,1,1993-94
1994-01-15,Boston College,Jon Jenkins,F,JR,1,1,2,1993-94
1994-01-15,Boston College,Jay Pandolfo,F,SO,1,0,1,1993-94
1994-01-15,Boston College,Jacques Joubert,F,JR,1,1,2,1993-94
1994-01-15,Boston College,Chris O'Sullivan,D,SO,0,1,1,1993-94
1994-01-15,Boston College,Bob Lachance,F,SO,0,1,1,1993-94
1994-01-15,Boston College,Bill Pierce,F,FR,1,0,1,1993-94
1994-01-15,Boston College,Jon Coleman,D,FR,0,1,1,1993-94
1994-01-21,New Hampshire,Mike Grier,F,FR,1,0,1,1993-94
1994-01-21,New Hampshire,Steve Thornton,F,JR,1,0,1,1993-94
1994-01-21,New Hampshire,Mike Prendergast,F,JR,0,1,1,1993-94
1994-01-21,New Hampshire,Mike Pomichter,F,JR,1,1,2,1993-94
1994-01-21,New Hampshire,Jay Pandolfo,F,SO,0,1,1,1993-94
1994-01-21,New Hampshire,Rich Brennan,D,JR,0,1,1,1993-94
1994-01-21,New Hampshire,Doug Wood,D,SO,1,0,1,1993-94
1994-01-21,New Hampshire,Bob Lachance,F,SO,0,1,1,1993-94
1994-01-21,New Hampshire,Jacques Joubert,F,JR,1,1,2,1993-94
1994-01-21,New Hampshire,Doug Friedman,F,SR,0,1,1,1993-94
1994-01-21,New Hampshire,Chris O'Sullivan,D,SO,0,1,1,1993-94
1994-01-22,New Hampshire,Bob Lachance,F,SO,0,1,1,1993-94
1994-01-22,New Hampshire,Chris O'Sullivan,D,SO,0,1,1,1993-94
1994-01-22,New Hampshire,Jacques Joubert,F,JR,0,1,1,1993-94
1994-01-22,New Hampshire,Mike Grier,F,FR,1,0,1,1993-94
1994-01-22,New Hampshire,Steve Thornton,F,JR,1,0,1,1993-94
1994-01-28,Merrimack,Jay Pandolfo,F,SO,0,2,2,1993-94
1994-01-28,Merrimack,Bob Lachance,F,SO,1,0,1,1993-94
1994-01-28,Merrimack,Dan Donato,D,SR,0,3,3,1993-94
1994-01-28,Merrimack,Jacques Joubert,F,JR,0,1,1,1993-94
1994-01-28,Merrimack,Jon Coleman,D,FR,1,1,2,1993-94
1994-01-28,Merrimack,Mike Grier,F,FR,1,0,1,1993-94
1994-01-28,Merrimack,Rich Brennan,D,JR,2,0,2,1993-94
1994-01-29,Merrimack,Rich Brennan,D,JR,0,2,2,1993-94
1994-01-29,Merrimack,Shane Johnson,D,FR,0,1,1,1993-94
1994-01-29,Merrimack,Jon Coleman,D,FR,0,2,2,1993-94
1994-01-29,Merrimack,Steve Thornton,F,JR,0,2,2,1993-94
1994-01-29,Merrimack,Mike Prendergast,F,JR,1,0,1,1993-94
1994-01-29,Merrimack,Shawn Bates,F,FR,0,1,1,1993-94
1994-01-29,Merrimack,Mike Pomichter,F,JR,0,1,1,1993-94
1994-01-29,Merrimack,Dan Donato,D,SR,0,2,2,1993-94
1994-01-29,Merrimack,Jon Jenkins,F,JR,1,1,2,1993-94
1994-01-29,Merrimack,Jacques Joubert,F,JR,0,1,1,1993-94
1994-01-29,Merrimack,Bob Lachance,F,SO,3,0,3,1993-94
1994-01-29,Merrimack,Bill Pierce,F,FR,0,1,1,1993-94
1994-01-29,Merrimack,Jon Pratt,F,SR,3,1,4,1993-94
1994-02-02,UMass Lowell,Shane Johnson,D,FR,1,0,1,1993-94
1994-02-02,UMass Lowell,Jacques Joubert,F,JR,0,1,1,1993-94
1994-02-02,UMass Lowell,Jon Coleman,D,FR,0,1,1,1993-94
1994-02-02,UMass Lowell,Mike Pomichter,F,JR,1,0,1,1993-94
1994-02-02,UMass Lowell,Mike Prendergast,F,JR,0,1,1,1993-94
1994-02-02,UMass Lowell,Rich Brennan,D,JR,0,1,1,1993-94
1994-02-04,UMass Lowell,Rich Brennan,D,JR,0,2,2,1993-94
1994-02-04,UMass Lowell,Kaj Linna,D,JR,1,1,2,1993-94
1994-02-04,UMass Lowell,Steve Thornton,F,JR,0,1,1,1993-94
1994-02-04,UMass Lowell,Shawn Bates,F,FR,0,1,1,1993-94
1994-02-04,UMass Lowell,Jon Jenkins,F,JR,1,0,1,1993-94
1994-02-04,UMass Lowell,Jon Pratt,F,SR,0,1,1,1993-94
1994-02-04,UMass Lowell,Jay Pandolfo,F,SO,1,0,1,1993-94
1994-02-04,UMass Lowell,Jacques Joubert,F,JR,2,0,2,1993-94
1994-02-04,UMass Lowell,Doug Friedman,F,SR,0,1,1,1993-94
1994-02-04,UMass Lowell,Bob Lachance,F,SO,0,1,1,1993-94
1994-02-04,UMass Lowell,Bill Pierce,F,FR,0,1,1,1993-94
1994-02-04,UMass Lowell,Jon Coleman,D,FR,0,1,1,1993-94
1994-02-07,Harvard,Bob Lachance,F,SO,1,0,1,1993-94
1994-02-07,Harvard,Mike Pomichter,F,JR,0,1,1,1993-94
1994-02-07,Harvard,Steve Thornton,F,JR,1,0,1,1993-94
1994-02-14,Northeastern,Shawn Bates,F,FR,1,1,2,1993-94
1994-02-14,Northeastern,Mike Prendergast,F,JR,1,1,2,1993-94
1994-02-14,Northeastern,Mike Pomichter,F,JR,1,1,2,1993-94
1994-02-14,Northeastern,Mike Grier,F,FR,1,0,1,1993-94
1994-02-14,Northeastern,Kenny Rausch,F,JR,1,2,3,1993-94
1994-02-14,Northeastern,Jacques Joubert,F,JR,2,1,3,1993-94
1994-02-14,Northeastern,Jay Pandolfo,F,SO,1,2,3,1993-94
1994-02-14,Northeastern,Doug Friedman,F,SR,0,1,1,1993-94
1994-02-14,Northeastern,Dan Donato,D,SR,0,4,4,1993-94
1994-02-14,Northeastern,Jon Coleman,D,FR,0,1,1,1993-94
1994-02-20,Maine,Steve Thornton,F,JR,1,0,1,1993-94
1994-02-20,Maine,Shawn Bates,F,FR,0,2,2,1993-94
1994-02-20,Maine,Rich Brennan,D,JR,0,1,1,1993-94
1994-02-20,Maine,Mike Grier,F,FR,0,1,1,1993-94
1994-02-20,Maine,Kenny Rausch,F,JR,0,1,1,1993-94
1994-02-20,Maine,Jay Pandolfo,F,SO,2,0,2,1993-94
1994-02-20,Maine,Doug Friedman,F,SR,0,1,1,1993-94
1994-02-20,Maine,Chris O'Sullivan,D,SO,0,1,1,1993-94
1994-02-20,Maine,Bob Lachance,F,SO,0,1,1,1993-94
1994-02-20,Maine,Jon Jenkins,F,JR,2,0,2,1993-94
1994-02-25,Northeastern,Steve Thornton,F,JR,2,2,4,1993-94
1994-02-25,Northeastern,Shawn Bates,F,FR,1,0,1,1993-94
1994-02-25,Northeastern,Mike Prendergast,F,JR,0,1,1,1993-94
1994-02-25,Northeastern,Mike Grier,F,FR,0,1,1,1993-94
1994-02-25,Northeastern,Kenny Rausch,F,JR,0,1,1,1993-94
1994-02-25,Northeastern,Kaj Linna,D,JR,0,1,1,1993-94
1994-02-25,Northeastern,Jon Pratt,F,SR,1,0,1,1993-94
1994-02-25,Northeastern,Jay Pandolfo,F,SO,1,2,3,1993-94
1994-02-25,Northeastern,Jacques Joubert,F,JR,1,0,1,1993-94
1994-02-25,Northeastern,Doug Wood,D,SO,1,0,1,1993-94
1994-02-25,Northeastern,Doug Friedman,F,SR,1,0,1,1993-94
1994-02-25,Northeastern,Chris O'Sullivan,D,SO,0,1,1,1993-94
1994-02-25,Northeastern,Bob Lachance,F,SO,1,2,3,1993-94
1994-02-25,Northeastern,Jon Coleman,D,FR,0,2,2,1993-94
1994-02-26,Northeastern,Rich Brennan,D,JR,0,1,1,1993-94
1994-02-26,Northeastern,Steve Thornton,F,JR,0,1,1,1993-94
1994-02-26,Northeastern,Mike Pomichter,F,JR,1,0,1,1993-94
1994-02-26,Northeastern,Doug Friedman,F,SR,1,0,1,1993-94
1994-02-26,Northeastern,Bob Lachance,F,SO,1,0,1,1993-94
1994-02-26,Northeastern,Jacques Joubert,F,JR,0,1,1,1993-94
1994-03-01,New Hampshire,Steve Thornton,F,JR,0,2,2,1993-94
1994-03-01,New Hampshire,Shawn Bates,F,FR,0,1,1,1993-94
1994-03-01,New Hampshire,Shane Johnson,D,FR,0,1,1,1993-94
1994-03-01,New Hampshire,Rich Brennan,D,JR,0,1,1,1993-94
1994-03-01,New Hampshire,Mike Pomichter,F,JR,0,1,1,1993-94
1994-03-01,New Hampshire,Kenny Rausch,F,JR,0,1,1,1993-94
1994-03-01,New Hampshire,Jon Pratt,F,SR,1,0,1,1993-94
1994-03-01,New Hampshire,Jay Pandolfo,F,SO,2,0,2,1993-94
1994-03-01,New Hampshire,Doug Friedman,F,SR,1,2,3,1993-94
1994-03-01,New Hampshire,Dan Donato,D,SR,0,1,1,1993-94
1994-03-01,New Hampshire,Bill Pierce,F,FR,1,0,1,1993-94
1994-03-04,Providence,Shane Johnson,D,FR,0,2,2,1993-94
1994-03-04,Providence,Mike Prendergast,F,JR,0,1,1,1993-94
1994-03-04,Providence,Mike Pomichter,F,JR,1,0,1,1993-94
1994-03-04,Providence,Kenny Rausch,F,JR,0,1,1,1993-94
1994-03-04,Providence,Steve Thornton,F,JR,0,1,1,1993-94
1994-03-04,Providence,Jon Pratt,F,SR,0,1,1,1993-94
1994-03-04,Providence,Jay Pandolfo,F,SO,1,0,1,1993-94
1994-03-04,Providence,Jacques Joubert,F,JR,0,1,1,1993-94
1994-03-04,Providence,Bill Pierce,F,FR,1,0,1,1993-94
1994-03-04,Providence,Kaj Linna,D,JR,1,0,1,1993-94
1994-03-05,Providence,Shawn Bates,F,FR,1,1,2,1993-94
1994-03-05,Providence,Mike Pomichter,F,JR,0,2,2,1993-94
1994-03-05,Providence,Mike Grier,F,FR,1,2,3,1993-94
1994-03-05,Providence,Jon Pratt,F,SR,1,0,1,1993-94
1994-03-05,Providence,Jon Jenkins,F,JR,0,1,1,1993-94
1994-03-05,Providence,Mike Prendergast,F,JR,0,1,1,1993-94
1994-03-05,Providence,Jacques Joubert,F,JR,2,1,3,1993-94
1994-03-05,Providence,J.P. McKersie,G,JR,0,1,1,1993-94
1994-03-05,Providence,Doug Wood,D,SO,1,0,1,1993-94
1994-03-05,Providence,Bob Lachance,F,SO,0,1,1,1993-94
1994-03-05,Providence,Jay Pandolfo,F,SO,0,1,1,1993-94
1994-03-11,Maine,Steve Thornton,F,JR,1,3,4,1993-94
1994-03-11,Maine,Rich Brennan,D,JR,1,2,3,1993-94
1994-03-11,Maine,Mike Prendergast,F,JR,1,1,2,1993-94
1994-03-11,Maine,Mike Pomichter,F,JR,1,3,4,1993-94
1994-03-11,Maine,Jacques Joubert,F,JR,0,2,2,1993-94
1994-03-11,Maine,Dan Donato,D,SR,1,0,1,1993-94
1994-03-11,Maine,Bob Lachance,F,SO,3,0,3,1993-94
1994-03-11,Maine,Doug Friedman,F,SR,0,1,1,1993-94
1994-03-12,Maine,Mike Grier,F,FR,0,1,1,1993-94
1994-03-12,Maine,Shawn Bates,F,FR,1,0,1,1993-94
1994-03-12,Maine,Steve Thornton,F,JR,0,1,1,1993-94
1994-03-12,Maine,Mike Pomichter,F,JR,0,1,1,1993-94
1994-03-12,Maine,Jon Pratt,F,SR,0,1,1,1993-94
1994-03-12,Maine,Doug Wood,D,SO,0,1,1,1993-94
1994-03-12,Maine,Jay Pandolfo,F,SO,1,1,2,1993-94
1994-03-12,Maine,J.P. McKersie,G,JR,0,1,1,1993-94
1994-03-12,Maine,Chris O'Sullivan,D,SO,1,1,2,1993-94
1994-03-12,Maine,Jon Jenkins,F,JR,1,0,1,1993-94
1994-03-18,Northeastern,Shawn Bates,F,FR,0,1,1,1993-94
1994-03-18,Northeastern,Rich Brennan,D,JR,0,1,1,1993-94
1994-03-18,Northeastern,Mike Grier,F,FR,1,0,1,1993-94
1994-03-18,Northeastern,Kaj Linna,D,JR,0,2,2,1993-94
1994-03-18,Northeastern,Mike Pomichter,F,JR,1,0,1,1993-94
1994-03-18,Northeastern,Jon Jenkins,F,JR,0,1,1,1993-94
1994-03-18,Northeastern,Jay Pandolfo,F,SO,0,1,1,1993-94
1994-03-18,Northeastern,Jacques Joubert,F,JR,2,0,2,1993-94
1994-03-18,Northeastern,Chris O'Sullivan,D,SO,1,0,1,1993-94
1994-03-18,Northeastern,Jon Pratt,F,SR,0,1,1,1993-94
1994-03-19,UMass Lowell,Jon Jenkins,F,JR,0,1,1,1993-94
1994-03-19,UMass Lowell,Jon Pratt,F,SR,1,0,1,1993-94
1994-03-19,UMass Lowell,Kenny Rausch,F,JR,1,1,2,1993-94
1994-03-19,UMass Lowell,Mike Grier,F,FR,1,0,1,1993-94
1994-03-19,UMass Lowell,Shawn Bates,F,FR,0,1,1,1993-94
1994-03-26,Wisconsin,Mike Grier,F,FR,0,1,1,1993-94
1994-03-26,Wisconsin,Steve Thornton,F,JR,0,1,1,1993-94
1994-03-26,Wisconsin,Shane Johnson,D,FR,0,1,1,1993-94
1994-03-26,Wisconsin,Mike Prendergast,F,JR,2,0,2,1993-94
1994-03-26,Wisconsin,Kenny Rausch,F,JR,1,0,1,1993-94
1994-03-26,Wisconsin,Doug Friedman,F,SR,0,1,1,1993-94
1994-03-26,Wisconsin,Jon Pratt,F,SR,0,1,1,1993-94
1994-03-26,Wisconsin,Jay Pandolfo,F,SO,1,0,1,1993-94
1994-03-26,Wisconsin,Jacques Joubert,F,JR,0,1,1,1993-94
1994-03-26,Wisconsin,Kaj Linna,D,JR,0,1,1,1993-94
1994-03-31,Minnesota,Bob Lachance,F,SO,1,1,2,1993-94
1994-03-31,Minnesota,Chris O'Sullivan,D,SO,0,2,2,1993-94
1994-03-31,Minnesota,Doug Friedman,F,SR,0,1,1,1993-94
1994-03-31,Minnesota,Doug Wood,D,SO,0,1,1,1993-94
1994-03-31,Minnesota,Jacques Joubert,F,JR,0,1,1,1993-94
1994-03-31,Minnesota,Mike Pomichter,F,JR,2,0,2,1993-94
1994-03-31,Minnesota,Rich Brennan,D,JR,0,1,1,1993-94
1994-03-31,Minnesota,Steve Thornton,F,JR,1,0,1,1993-94
1994-04-02,Lake Superior State,Mike Pomichter,F,JR,0,1,1,1993-94
1994-04-02,Lake Superior State,Chris O'Sullivan,D,SO,0,1,1,1993-94
1994-04-02,Lake Superior State,Rich Brennan,D,JR,1,0,1,1993-94
1994-10-28,Rensselaer,Chris O'Sullivan,D,JR,1,0,1,1994-95
1994-10-28,Rensselaer,Derek Herlofsky,G,SR,0,1,1,1994-95
1994-10-28,Rensselaer,Jacques Joubert,F,SR,2,0,2,1994-95
1994-10-28,Rensselaer,Jon Coleman,D,SO,0,4,4,1994-95
1994-10-28,Rensselaer,Kenny Rausch,F,SR,0,1,1,1994-95
1994-10-28,Rensselaer,Mike Grier,F,SO,1,1,2,1994-95
1994-10-28,Rensselaer,Mike Prendergast,F,SR,1,2,3,1994-95
1994-10-28,Rensselaer,Steve Thornton,F,SR,0,1,1,1994-95
1994-10-30,Maine,Rich Brennan,D,SR,0,1,1,1994-95
1994-10-30,Maine,Mike Grier,F,SO,1,0,1,1994-95
1994-10-30,Maine,Kenny Rausch,F,SR,0,1,1,1994-95
1994-10-30,Maine,Bob Lachance,F,JR,1,1,2,1994-95
1994-10-30,Maine,Chris O'Sullivan,D,JR,0,1,1,1994-95
1994-10-30,Maine,Jacques Joubert,F,SR,1,1,2,1994-95
1994-11-04,UMass Lowell,Rich Brennan,D,SR,0,2,2,1994-95
1994-11-04,UMass Lowell,Steve Thornton,F,SR,0,1,1,1994-95
1994-11-04,UMass Lowell,Shawn Bates,F,SO,2,0,2,1994-95
1994-11-04,UMass Lowell,Mike Prendergast,F,SR,1,1,2,1994-95
1994-11-04,UMass Lowell,Mike Grier,F,SO,1,2,3,1994-95
1994-11-04,UMass Lowell,Jon Coleman,D,SO,1,2,3,1994-95
1994-11-04,UMass Lowell,Jacques Joubert,F,SR,1,0,1,1994-95
1994-11-04,UMass Lowell,Chris O'Sullivan,D,JR,3,0,3,1994-95
1994-11-04,UMass Lowell,Bob Lachance,F,JR,0,1,1,1994-95
1994-11-04,UMass Lowell,Kaj Linna,D,SR,0,3,3,1994-95
1994-11-05,UMass Lowell,Jon Coleman,D,SO,0,1,1,1994-95
1994-11-05,UMass Lowell,Steve Thornton,F,SR,1,0,1,1994-95
1994-11-05,UMass Lowell,Shawn Bates,F,SO,2,1,3,1994-95
1994-11-05,UMass Lowell,Mike Grier,F,SO,1,1,2,1994-95
1994-11-05,UMass Lowell,Kenny Rausch,F,SR,0,1,1,1994-95
1994-11-05,UMass Lowell,Kaj Linna,D,SR,0,1,1,1994-95
1994-11-05,UMass Lowell,Chris O'Sullivan,D,JR,0,1,1,1994-95
1994-11-05,UMass Lowell,Chris Kelleher,D,FR,0,2,2,1994-95
1994-11-05,UMass Lowell,Bob Lachance,F,JR,0,1,1,1994-95
1994-11-05,UMass Lowell,Bill Pierce,F,SO,2,0,2,1994-95
1994-11-05,UMass Lowell,Jacques Joubert,F,SR,1,0,1,1994-95
1994-11-11,Northeastern,Chris O'Sullivan,D,JR,0,1,1,1994-95
1994-11-11,Northeastern,Steve Thornton,F,SR,1,0,1,1994-95
1994-11-12,Northeastern,Shawn Bates,F,SO,1,1,2,1994-95
1994-11-12,Northeastern,Steve Thornton,F,SR,0,1,1,1994-95
1994-11-12,Northeastern,Mike Grier,F,SO,2,0,2,1994-95
1994-11-12,Northeastern,Rich Brennan,D,SR,0,1,1,1994-95
1994-11-12,Northeastern,Chris O'Sullivan,D,JR,0,1,1,1994-95
