10/16/2010,Wayne State,Kerrin Sperry,FR,3,1,1,0,19:57,,2010-11
10/16/2010,Wayne State,Kerrin Sperry,FR,21,0,1,1,40:01,W,2010-11
10/22/2010,St. Lawrence,Kerrin Sperry,FR,21,0,1,1,49:37,W,2010-11
10/22/2010,St. Lawrence,Kerrin Sperry,FR,4,1,1,0,10:18,,2010-11
10/23/2010,Clarkson,Kerrin Sperry,FR,15,2,1,0,60:00,W,2010-11
10/29/2010,Providence,Kerrin Sperry,FR,27,2,1,0,65:00,T,2010-11
11/06/2010,Providence,Alissa Fromkin,SO,13,1,1,0,22:24,,2010-11
11/06/2010,Providence,Alissa Fromkin,SO,14,0,1,1,37:32,W,2010-11
11/07/2010,New Hampshire,Kerrin Sperry,FR,18,2,1,0,60:00,W,2010-11
11/12/2010,Vermont,Alissa Fromkin,SO,8,1,1,0,14:45,,2010-11
11/12/2010,Vermont,Alissa Fromkin,SO,15,0,1,1,50:09,T,2010-11
11/13/2010,Vermont,Kerrin Sperry,FR,29,2,1,0,64:49,T,2010-11
11/20/2010,Boston College,Alissa Fromkin,SO,15,4,1,0,22:05,L,2010-11
11/20/2010,Boston College,Braly Hiller,FR,18,2,1,0,37:55,,2010-11
11/21/2010,Boston College,Kerrin Sperry,FR,22,0,1,1,60:00,W,2010-11
11/26/2010,Princeton,Kerrin Sperry,FR,25,2,1,0,57:40,W,2010-11
11/26/2010,Princeton,Kerrin Sperry,FR,1,0,1,0,2:17,,2010-11
11/27/2010,Princeton,Alissa Fromkin,SO,23,1,1,0,60:00,W,2010-11
12/04/2010,Connecticut,Kerrin Sperry,FR,12,0,1,1,60:00,W,2010-11
12/07/2010,Northeastern,Kerrin Sperry,FR,23,0,1,1,60:00,W,2010-11
12/10/2010,Harvard,Kerrin Sperry,FR,1,0,1,0,3:18,,2010-11
12/10/2010,Harvard,Kerrin Sperry,FR,26,3,1,0,56:39,W,2010-11
01/02/2011,Brown,Alissa Fromkin,SO,14,0,1,1,60:00,W,2010-11
01/09/2011,Providence,Kerrin Sperry,FR,21,3,1,0,60:00,W,2010-11
01/15/2011,Boston College,Kerrin Sperry,FR,22,0,1,1,60:00,W,2010-11
01/16/2011,Maine,Alissa Fromkin,SO,23,2,1,0,60:00,W,2010-11
01/22/2011,Vermont,Kerrin Sperry,FR,9,0,1,1,60:00,W,2010-11
01/28/2011,Connecticut,Alissa Fromkin,SO,16,1,1,0,60:00,W,2010-11
01/29/2011,Connecticut,Kerrin Sperry,FR,18,1,1,0,60:00,W,2010-11
02/03/2011,New Hampshire,Alissa Fromkin,SO,12,4,1,0,57:38,L,2010-11
02/03/2011,New Hampshire,Alissa Fromkin,SO,0,0,1,0,0:27,,2010-11
02/05/2011,New Hampshire,Kerrin Sperry,FR,17,1,1,0,60:00,W,2010-11
02/08/2011,Boston College,Kerrin Sperry,FR,10,2,1,0,54:20,L,2010-11
02/08/2011,Boston College,Kerrin Sperry,FR,2,0,1,0,4:51,,2010-11
02/11/2011,Northeastern,Kerrin Sperry,FR,3,0,1,0,7:20,,2010-11
02/11/2011,Northeastern,Kerrin Sperry,FR,10,1,1,0,26:09,,2010-11
02/11/2011,Northeastern,Kerrin Sperry,FR,12,2,1,0,26:06,W,2010-11
02/12/2011,Northeastern,Kerrin Sperry,FR,27,1,1,0,60:00,W,2010-11
02/15/2011,Northeastern,Kerrin Sperry,FR,30,3,1,0,65:00,T,2010-11
02/18/2011,Maine,Kerrin Sperry,FR,12,0,1,0,18:22,,2010-11
02/18/2011,Maine,Kerrin Sperry,FR,9,0,1,1,41:27,W,2010-11
02/19/2011,Maine,Kerrin Sperry,FR,16,2,1,0,59:04,,2010-11
02/19/2011,Maine,Kerrin Sperry,FR,3,1,1,0,2:33,L,2010-11
03/05/2011,Northeastern,Kerrin Sperry,FR,21,4,1,0,57:44,L,2010-11
03/12/2011,Mercyhurst,Kerrin Sperry,FR,30,2,1,0,60:00,W,2010-11
03/18/2011,Cornell,Kerrin Sperry,FR,14,1,1,0,60:00,W,2010-11
03/20/2011,Wisconsin,Kerrin Sperry,FR,32,3,1,0,56:39,L,2010-11
03/20/2011,Wisconsin,Kerrin Sperry,FR,0,0,1,0,0:37,,2010-11
03/20/2011,Wisconsin,Kerrin Sperry,FR,0,0,1,0,0:18,,2010-11
09/30/2011,North Dakota,Kerrin Sperry,SO,32,1,1,0,60:00,W,2011-12
10/01/2011,North Dakota,Kerrin Sperry,SO,37,4,1,0,57:42,L,2011-12
10/01/2011,North Dakota,Kerrin Sperry,SO,0,0,1,0,0:30,,2011-12
10/07/2011,Niagara,Kerrin Sperry,SO,17,1,1,0,54:04,,2011-12
